ID	Gene Name	Species	KEGG_PATHWAY
CDC14B	cell division cycle 14B(CDC14B)	Homo sapiens	hsa04110:Cell cycle,
CHKA	choline kinase alpha(CHKA)	Homo sapiens	hsa00564:Glycerophospholipid metabolism,hsa01100:Metabolic pathways,hsa05231:Choline metabolism in cancer,
CHPF2	chondroitin polymerizing factor 2(CHPF2)	Homo sapiens	hsa00532:Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,hsa01100:Metabolic pathways,
CHPF	chondroitin polymerizing factor(CHPF)	Homo sapiens	hsa00532:Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,hsa01100:Metabolic pathways,
CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1(CSGALNACT1)	Homo sapiens	hsa00532:Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,hsa01100:Metabolic pathways,
CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2(CSGALNACT2)	Homo sapiens	hsa00532:Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,hsa01100:Metabolic pathways,
CHSY1	chondroitin sulfate synthase 1(CHSY1)	Homo sapiens	hsa00532:Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,hsa01100:Metabolic pathways,
CHSY3	chondroitin sulfate synthase 3(CHSY3)	Homo sapiens	hsa00532:Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,hsa01100:Metabolic pathways,
CSH1	chorionic somatomammotropin hormone 1(CSH1)	Homo sapiens	hsa04080:Neuroactive ligand-receptor interaction,hsa04151:PI3K-Akt signaling pathway,hsa04630:Jak-STAT signaling pathway,
CNTFR	ciliary neurotrophic factor receptor(CNTFR)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04630:Jak-STAT signaling pathway,
CLTB	clathrin light chain B(CLTB)	Homo sapiens	hsa04142:Lysosome,hsa04144:Endocytosis,hsa04721:Synaptic vesicle cycle,hsa04961:Endocrine and other factor-regulated calcium reabsorption,hsa05016:Huntington's disease,hsa05100:Bacterial invasion of epithelial cells,
COL3A1	collagen type III alpha 1 chain(COL3A1)	Homo sapiens	hsa04151:PI3K-Akt signaling pathway,hsa04510:Focal adhesion,hsa04512:ECM-receptor interaction,hsa04611:Platelet activation,hsa04974:Protein digestion and absorption,hsa05146:Amoebiasis,
CSF1R	colony stimulating factor 1 receptor(CSF1R)	Homo sapiens	hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04060:Cytokine-cytokine receptor interaction,hsa04144:Endocytosis,hsa04151:PI3K-Akt signaling pathway,hsa04380:Osteoclast differentiation,hsa04640:Hematopoietic cell lineage,hsa05200:Pathways in cancer,hsa05202:Transcriptional misregulation in cancer,
CSF2RA	colony stimulating factor 2 receptor alpha subunit(CSF2RA)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04630:Jak-STAT signaling pathway,hsa04640:Hematopoietic cell lineage,hsa05200:Pathways in cancer,
CSF2RB	colony stimulating factor 2 receptor beta common subunit(CSF2RB)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04210:Apoptosis,hsa04630:Jak-STAT signaling pathway,
CSF2	colony stimulating factor 2(CSF2)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04630:Jak-STAT signaling pathway,hsa04640:Hematopoietic cell lineage,hsa04650:Natural killer cell mediated cytotoxicity,hsa04660:T cell receptor signaling pathway,hsa04664:Fc epsilon RI signaling pathway,hsa04668:TNF signaling pathway,hsa05132:Salmonella infection,hsa05146:Amoebiasis,hsa05166:HTLV-I infection,hsa05202:Transcriptional misregulation in cancer,hsa05323:Rheumatoid arthritis,
CSF3R	colony stimulating factor 3 receptor(CSF3R)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04151:PI3K-Akt signaling pathway,hsa04630:Jak-STAT signaling pathway,hsa04640:Hematopoietic cell lineage,hsa05200:Pathways in cancer,
CSF3	colony stimulating factor 3(CSF3)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04151:PI3K-Akt signaling pathway,hsa04630:Jak-STAT signaling pathway,hsa04640:Hematopoietic cell lineage,hsa05144:Malaria,
CRHR2	corticotropin releasing hormone receptor 2(CRHR2)	Homo sapiens	hsa04080:Neuroactive ligand-receptor interaction,
CYP11B1	cytochrome P450 family 11 subfamily B member 1(CYP11B1)	Homo sapiens	hsa00140:Steroid hormone biosynthesis,hsa01100:Metabolic pathways,
CYP11B2	cytochrome P450 family 11 subfamily B member 2(CYP11B2)	Homo sapiens	hsa00140:Steroid hormone biosynthesis,hsa01100:Metabolic pathways,hsa04925:Aldosterone synthesis and secretion,
CYP17A1	cytochrome P450 family 17 subfamily A member 1(CYP17A1)	Homo sapiens	hsa00140:Steroid hormone biosynthesis,hsa01100:Metabolic pathways,hsa04913:Ovarian steroidogenesis,hsa04917:Prolactin signaling pathway,
CYP27A1	cytochrome P450 family 27 subfamily A member 1(CYP27A1)	Homo sapiens	hsa00120:Primary bile acid biosynthesis,hsa01100:Metabolic pathways,hsa03320:PPAR signaling pathway,
CYB5R3	cytochrome b5 reductase 3(CYB5R3)	Homo sapiens	hsa00520:Amino sugar and nucleotide sugar metabolism,
CYC1	cytochrome c1(CYC1)	Homo sapiens	hsa00190:Oxidative phosphorylation,hsa01100:Metabolic pathways,hsa04260:Cardiac muscle contraction,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05010:Alzheimer's disease,hsa05012:Parkinson's disease,hsa05016:Huntington's disease,
CISH	cytokine inducible SH2 containing protein(CISH)	Homo sapiens	hsa04630:Jak-STAT signaling pathway,hsa04917:Prolactin signaling pathway,
CRLF2	cytokine receptor-like factor 2(CRLF2)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04630:Jak-STAT signaling pathway,
CTLA4	cytotoxic T-lymphocyte associated protein 4(CTLA4)	Homo sapiens	hsa04514:Cell adhesion molecules (CAMs),hsa04660:T cell receptor signaling pathway,hsa05320:Autoimmune thyroid disease,hsa05323:Rheumatoid arthritis,
DAPK1	death associated protein kinase 1(DAPK1)	Homo sapiens	hsa05200:Pathways in cancer,hsa05219:Bladder cancer,
DHRS4	dehydrogenase/reductase 4(DHRS4)	Homo sapiens	hsa00830:Retinol metabolism,hsa01100:Metabolic pathways,hsa04146:Peroxisome,
DGKZ	diacylglycerol kinase zeta(DGKZ)	Homo sapiens	hsa00561:Glycerolipid metabolism,hsa00564:Glycerophospholipid metabolism,hsa01100:Metabolic pathways,hsa04070:Phosphatidylinositol signaling system,hsa05231:Choline metabolism in cancer,
EDA2R	ectodysplasin A2 receptor(EDA2R)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,
ERLEC1	endoplasmic reticulum lectin 1(ERLEC1)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,
ERN1	endoplasmic reticulum to nucleus signaling 1(ERN1)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05010:Alzheimer's disease,
EPOR	erythropoietin receptor(EPOR)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04151:PI3K-Akt signaling pathway,hsa04630:Jak-STAT signaling pathway,hsa04640:Hematopoietic cell lineage,
EPO	erythropoietin(EPO)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04066:HIF-1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04630:Jak-STAT signaling pathway,hsa04640:Hematopoietic cell lineage,
ETNK2	ethanolamine kinase 2(ETNK2)	Homo sapiens	hsa00564:Glycerophospholipid metabolism,hsa01100:Metabolic pathways,
EXT1	exostosin glycosyltransferase 1(EXT1)	Homo sapiens	hsa00534:Glycosaminoglycan biosynthesis - heparan sulfate / heparin,hsa01100:Metabolic pathways,
EXT2	exostosin glycosyltransferase 2(EXT2)	Homo sapiens	hsa00534:Glycosaminoglycan biosynthesis - heparan sulfate / heparin,hsa01100:Metabolic pathways,
EXTL1	exostosin like glycosyltransferase 1(EXTL1)	Homo sapiens	hsa00534:Glycosaminoglycan biosynthesis - heparan sulfate / heparin,hsa01100:Metabolic pathways,
EXTL2	exostosin like glycosyltransferase 2(EXTL2)	Homo sapiens	hsa00534:Glycosaminoglycan biosynthesis - heparan sulfate / heparin,hsa01100:Metabolic pathways,
EXTL3	exostosin like glycosyltransferase 3(EXTL3)	Homo sapiens	hsa00534:Glycosaminoglycan biosynthesis - heparan sulfate / heparin,hsa01100:Metabolic pathways,
EZR	ezrin(EZR)	Homo sapiens	hsa04670:Leukocyte transendothelial migration,hsa04810:Regulation of actin cytoskeleton,hsa04971:Gastric acid secretion,hsa05130:Pathogenic Escherichia coli infection,hsa05205:Proteoglycans in cancer,hsa05206:MicroRNAs in cancer,
FABP4	fatty acid binding protein 4(FABP4)	Homo sapiens	hsa03320:PPAR signaling pathway,hsa04923:Regulation of lipolysis in adipocytes,
GNS	glucosamine (N-acetyl)-6-sulfatase(GNS)	Homo sapiens	hsa00531:Glycosaminoglycan degradation,hsa01100:Metabolic pathways,hsa04142:Lysosome,
GUSB	glucuronidase beta(GUSB)	Homo sapiens	hsa00040:Pentose and glucuronate interconversions,hsa00531:Glycosaminoglycan degradation,hsa00860:Porphyrin and chlorophyll metabolism,hsa00983:Drug metabolism - other enzymes,hsa01100:Metabolic pathways,hsa04142:Lysosome,
GZMB	granzyme B(GZMB)	Homo sapiens	hsa04650:Natural killer cell mediated cytotoxicity,hsa04940:Type I diabetes mellitus,hsa05202:Transcriptional misregulation in cancer,hsa05320:Autoimmune thyroid disease,hsa05330:Allograft rejection,hsa05332:Graft-versus-host disease,
GHR	growth hormone receptor(GHR)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04080:Neuroactive ligand-receptor interaction,hsa04151:PI3K-Akt signaling pathway,hsa04630:Jak-STAT signaling pathway,
HPGDS	hematopoietic prostaglandin D synthase(HPGDS)	Homo sapiens	hsa00590:Arachidonic acid metabolism,hsa01100:Metabolic pathways,
HMOX1	heme oxygenase 1(HMOX1)	Homo sapiens	hsa00860:Porphyrin and chlorophyll metabolism,hsa04978:Mineral absorption,
HS6ST1	heparan sulfate 6-O-sulfotransferase 1(HS6ST1)	Homo sapiens	hsa00534:Glycosaminoglycan biosynthesis - heparan sulfate / heparin,
HK3	hexokinase 3(HK3)	Homo sapiens	hsa00010:Glycolysis / Gluconeogenesis,hsa00051:Fructose and mannose metabolism,hsa00052:Galactose metabolism,hsa00500:Starch and sucrose metabolism,hsa00520:Amino sugar and nucleotide sugar metabolism,hsa00524:Butirosin and neomycin biosynthesis,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,hsa01200:Carbon metabolism,hsa04066:HIF-1 signaling pathway,hsa04910:Insulin signaling pathway,hsa04930:Type II diabetes mellitus,hsa04973:Carbohydrate digestion and absorption,hsa05230:Central carbon metabolism in cancer,
HIP1	huntingtin interacting protein 1(HIP1)	Homo sapiens	hsa05016:Huntington's disease,
HSD11B2	hydroxysteroid 11-beta dehydrogenase 2(HSD11B2)	Homo sapiens	hsa00140:Steroid hormone biosynthesis,hsa04960:Aldosterone-regulated sodium reabsorption,
INHBE	inhibin beta E subunit(INHBE)	Homo sapiens	hsa04350:TGF-beta signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,
IFNA1	interferon alpha 1(IFNA1)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04140:Regulation of autophagy,hsa04151:PI3K-Akt signaling pathway,hsa04620:Toll-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05320:Autoimmune thyroid disease,
IFNA10	interferon alpha 10(IFNA10)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04140:Regulation of autophagy,hsa04151:PI3K-Akt signaling pathway,hsa04620:Toll-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05320:Autoimmune thyroid disease,
IFNA16	interferon alpha 16(IFNA16)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04140:Regulation of autophagy,hsa04151:PI3K-Akt signaling pathway,hsa04620:Toll-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05320:Autoimmune thyroid disease,
IFNA2	interferon alpha 2(IFNA2)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04140:Regulation of autophagy,hsa04151:PI3K-Akt signaling pathway,hsa04620:Toll-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05320:Autoimmune thyroid disease,
IFNA21	interferon alpha 21(IFNA21)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04140:Regulation of autophagy,hsa04151:PI3K-Akt signaling pathway,hsa04620:Toll-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05320:Autoimmune thyroid disease,
IFNA5	interferon alpha 5(IFNA5)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04140:Regulation of autophagy,hsa04151:PI3K-Akt signaling pathway,hsa04620:Toll-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05320:Autoimmune thyroid disease,
IFNA6	interferon alpha 6(IFNA6)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04140:Regulation of autophagy,hsa04151:PI3K-Akt signaling pathway,hsa04620:Toll-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05320:Autoimmune thyroid disease,
IFNA7	interferon alpha 7(IFNA7)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04140:Regulation of autophagy,hsa04151:PI3K-Akt signaling pathway,hsa04620:Toll-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05320:Autoimmune thyroid disease,
IFNA8	interferon alpha 8(IFNA8)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04140:Regulation of autophagy,hsa04151:PI3K-Akt signaling pathway,hsa04620:Toll-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05320:Autoimmune thyroid disease,
IFNAR1	interferon alpha and beta receptor subunit 1(IFNAR1)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04151:PI3K-Akt signaling pathway,hsa04380:Osteoclast differentiation,hsa04620:Toll-like receptor signaling pathway,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,
IFNAR2	interferon alpha and beta receptor subunit 2(IFNAR2)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04151:PI3K-Akt signaling pathway,hsa04380:Osteoclast differentiation,hsa04620:Toll-like receptor signaling pathway,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa05160:Hepatitis C,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,
IFNB1	interferon beta 1(IFNB1)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04151:PI3K-Akt signaling pathway,hsa04380:Osteoclast differentiation,hsa04620:Toll-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa05142:Chagas disease (American trypanosomiasis),hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,
IFNE	interferon epsilon(IFNE)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04622:RIG-I-like receptor signaling pathway,hsa04630:Jak-STAT signaling pathway,
IFNGR1	interferon gamma receptor 1(IFNGR1)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04066:HIF-1 signaling pathway,hsa04380:Osteoclast differentiation,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa05132:Salmonella infection,hsa05140:Leishmaniasis,hsa05142:Chagas disease (American trypanosomiasis),hsa05145:Toxoplasmosis,hsa05152:Tuberculosis,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05321:Inflammatory bowel disease (IBD),
IFNGR2	interferon gamma receptor 2 (interferon gamma transducer 1)(IFNGR2)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04066:HIF-1 signaling pathway,hsa04380:Osteoclast differentiation,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa05132:Salmonella infection,hsa05140:Leishmaniasis,hsa05142:Chagas disease (American trypanosomiasis),hsa05145:Toxoplasmosis,hsa05152:Tuberculosis,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05321:Inflammatory bowel disease (IBD),
IFNG	interferon gamma(IFNG)	Homo sapiens	hsa03050:Proteasome,hsa04060:Cytokine-cytokine receptor interaction,hsa04066:HIF-1 signaling pathway,hsa04140:Regulation of autophagy,hsa04350:TGF-beta signaling pathway,hsa04380:Osteoclast differentiation,hsa04612:Antigen processing and presentation,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa04660:T cell receptor signaling pathway,hsa04940:Type I diabetes mellitus,hsa05132:Salmonella infection,hsa05140:Leishmaniasis,hsa05142:Chagas disease (American trypanosomiasis),hsa05143:African trypanosomiasis,hsa05144:Malaria,hsa05145:Toxoplasmosis,hsa05146:Amoebiasis,hsa05152:Tuberculosis,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,hsa05321:Inflammatory bowel disease (IBD),hsa05322:Systemic lupus erythematosus,hsa05323:Rheumatoid arthritis,hsa05330:Allograft rejection,hsa05332:Graft-versus-host disease,
IFNK	interferon kappa(IFNK)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04622:RIG-I-like receptor signaling pathway,hsa04630:Jak-STAT signaling pathway,
IFNL1	interferon lambda 1(IFNL1)	Homo sapiens	hsa04630:Jak-STAT signaling pathway,
IFNL2	interferon lambda 2(IFNL2)	Homo sapiens	hsa04630:Jak-STAT signaling pathway,
IFNL3	interferon lambda 3(IFNL3)	Homo sapiens	hsa04630:Jak-STAT signaling pathway,
IFNLR1	interferon lambda receptor 1(IFNLR1)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04630:Jak-STAT signaling pathway,
IFNW1	interferon omega 1(IFNW1)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04622:RIG-I-like receptor signaling pathway,hsa04630:Jak-STAT signaling pathway,
IRF3	interferon regulatory factor 3(IRF3)	Homo sapiens	hsa04620:Toll-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa05133:Pertussis,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,hsa05203:Viral carcinogenesis,
IRF7	interferon regulatory factor 7(IRF7)	Homo sapiens	hsa04620:Toll-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05203:Viral carcinogenesis,
IL1A	interleukin 1 alpha(IL1A)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04060:Cytokine-cytokine receptor interaction,hsa04380:Osteoclast differentiation,hsa04640:Hematopoietic cell lineage,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa04940:Type I diabetes mellitus,hsa05020:Prion diseases,hsa05132:Salmonella infection,hsa05133:Pertussis,hsa05140:Leishmaniasis,hsa05152:Tuberculosis,hsa05162:Measles,hsa05164:Influenza A,hsa05321:Inflammatory bowel disease (IBD),hsa05323:Rheumatoid arthritis,hsa05332:Graft-versus-host disease,
IL1B	interleukin 1 beta(IL1B)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04060:Cytokine-cytokine receptor interaction,hsa04064:NF-kappa B signaling pathway,hsa04380:Osteoclast differentiation,hsa04620:Toll-like receptor signaling pathway,hsa04621:NOD-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa04640:Hematopoietic cell lineage,hsa04668:TNF signaling pathway,hsa04750:Inflammatory mediator regulation of TRP channels,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa04940:Type I diabetes mellitus,hsa05010:Alzheimer's disease,hsa05020:Prion diseases,hsa05132:Salmonella infection,hsa05133:Pertussis,hsa05134:Legionellosis,hsa05140:Leishmaniasis,hsa05142:Chagas disease (American trypanosomiasis),hsa05143:African trypanosomiasis,hsa05144:Malaria,hsa05146:Amoebiasis,hsa05152:Tuberculosis,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05321:Inflammatory bowel disease (IBD),hsa05323:Rheumatoid arthritis,hsa05332:Graft-versus-host disease,
IL1RAP	interleukin 1 receptor accessory protein(IL1RAP)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04750:Inflammatory mediator regulation of TRP channels,
IRAK3	interleukin 1 receptor associated kinase 3(IRAK3)	Homo sapiens	hsa04722:Neurotrophin signaling pathway,
IL1R1	interleukin 1 receptor type 1(IL1R1)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04060:Cytokine-cytokine receptor interaction,hsa04064:NF-kappa B signaling pathway,hsa04380:Osteoclast differentiation,hsa04640:Hematopoietic cell lineage,hsa04750:Inflammatory mediator regulation of TRP channels,hsa05146:Amoebiasis,hsa05166:HTLV-I infection,
IL1R2	interleukin 1 receptor type 2(IL1R2)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04060:Cytokine-cytokine receptor interaction,hsa04640:Hematopoietic cell lineage,hsa05146:Amoebiasis,hsa05166:HTLV-I infection,hsa05202:Transcriptional misregulation in cancer,
IL10RA	interleukin 10 receptor subunit alpha(IL10RA)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04630:Jak-STAT signaling pathway,hsa05145:Toxoplasmosis,hsa05152:Tuberculosis,hsa05169:Epstein-Barr virus infection,
IL10	interleukin 10(IL10)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04068:FoxO signaling pathway,hsa04630:Jak-STAT signaling pathway,hsa04660:T cell receptor signaling pathway,hsa04672:Intestinal immune network for IgA production,hsa05133:Pertussis,hsa05140:Leishmaniasis,hsa05142:Chagas disease (American trypanosomiasis),hsa05143:African trypanosomiasis,hsa05144:Malaria,hsa05145:Toxoplasmosis,hsa05146:Amoebiasis,hsa05150:Staphylococcus aureus infection,hsa05152:Tuberculosis,hsa05169:Epstein-Barr virus infection,hsa05310:Asthma,hsa05320:Autoimmune thyroid disease,hsa05321:Inflammatory bowel disease (IBD),hsa05322:Systemic lupus erythematosus,hsa05330:Allograft rejection,
IL11RA	interleukin 11 receptor subunit alpha(IL11RA)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04630:Jak-STAT signaling pathway,hsa04640:Hematopoietic cell lineage,
IL11	interleukin 11(IL11)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04630:Jak-STAT signaling pathway,hsa04640:Hematopoietic cell lineage,hsa05323:Rheumatoid arthritis,
IL12RB1	interleukin 12 receptor subunit beta 1(IL12RB1)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04630:Jak-STAT signaling pathway,hsa05321:Inflammatory bowel disease (IBD),
IL12RB2	interleukin 12 receptor subunit beta 2(IL12RB2)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04630:Jak-STAT signaling pathway,hsa05321:Inflammatory bowel disease (IBD),
IL12A	interleukin 12A(IL12A)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04620:Toll-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04630:Jak-STAT signaling pathway,hsa04940:Type I diabetes mellitus,hsa05133:Pertussis,hsa05134:Legionellosis,hsa05140:Leishmaniasis,hsa05142:Chagas disease (American trypanosomiasis),hsa05143:African trypanosomiasis,hsa05144:Malaria,hsa05145:Toxoplasmosis,hsa05146:Amoebiasis,hsa05152:Tuberculosis,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05321:Inflammatory bowel disease (IBD),hsa05330:Allograft rejection,
