ID	Gene Name	Species	KEGG_PATHWAY
ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1(ST6GAL1)	Homo sapiens	hsa00510:N-Glycan biosynthesis,hsa00514:Other types of O-glycan biosynthesis,hsa01100:Metabolic pathways,
STAMBP	STAM binding protein(STAMBP)	Homo sapiens	hsa04144:Endocytosis,
SAE1	SUMO1 activating enzyme subunit 1(SAE1)	Homo sapiens	hsa04120:Ubiquitin mediated proteolysis,
SENP2	SUMO1/sentrin/SMT3 specific peptidase 2(SENP2)	Homo sapiens	hsa03013:RNA transport,hsa04310:Wnt signaling pathway,
SYF2	SYF2 pre-mRNA splicing factor(SYF2)	Homo sapiens	hsa03040:Spliceosome,
SEC61B	Sec61 translocon beta subunit(SEC61B)	Homo sapiens	hsa03060:Protein export,hsa04141:Protein processing in endoplasmic reticulum,hsa04145:Phagosome,hsa05110:Vibrio cholerae infection,
SP1	Sp1 transcription factor(SP1)	Homo sapiens	hsa04350:TGF-beta signaling pathway,hsa04915:Estrogen signaling pathway,hsa05016:Huntington's disease,hsa05202:Transcriptional misregulation in cancer,hsa05231:Choline metabolism in cancer,
SPI1	Spi-1 proto-oncogene(SPI1)	Homo sapiens	hsa04380:Osteoclast differentiation,hsa05166:HTLV-I infection,hsa05169:Epstein-Barr virus infection,hsa05200:Pathways in cancer,hsa05202:Transcriptional misregulation in cancer,hsa05221:Acute myeloid leukemia,
TBX3	T-box 3(TBX3)	Homo sapiens	hsa04550:Signaling pathways regulating pluripotency of stem cells,
TLX1	T-cell leukemia homeobox 1(TLX1)	Homo sapiens	hsa05202:Transcriptional misregulation in cancer,
TEAD1	TEA domain transcription factor 1(TEAD1)	Homo sapiens	hsa04390:Hippo signaling pathway,
TEAD2	TEA domain transcription factor 2(TEAD2)	Homo sapiens	hsa04390:Hippo signaling pathway,
TEAD3	TEA domain transcription factor 3(TEAD3)	Homo sapiens	hsa04390:Hippo signaling pathway,
TEAD4	TEA domain transcription factor 4(TEAD4)	Homo sapiens	hsa04390:Hippo signaling pathway,
TGIF1	TGFB induced factor homeobox 1(TGIF1)	Homo sapiens	hsa04350:TGF-beta signaling pathway,
TGIF2	TGFB induced factor homeobox 2(TGIF2)	Homo sapiens	hsa04350:TGF-beta signaling pathway,
TRAF4	TNF receptor associated factor 4(TRAF4)	Homo sapiens	hsa05200:Pathways in cancer,hsa05222:Small cell lung cancer,
TNFRSF10B	TNF receptor superfamily member 10b(TNFRSF10B)	Homo sapiens	hsa04210:Apoptosis,hsa04650:Natural killer cell mediated cytotoxicity,hsa05162:Measles,hsa05164:Influenza A,
TNFRSF8	TNF receptor superfamily member 8(TNFRSF8)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,
UBOX5	U-box domain containing 5(UBOX5)	Homo sapiens	hsa04120:Ubiquitin mediated proteolysis,
B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2(B3GNT2)	Homo sapiens	hsa00533:Glycosaminoglycan biosynthesis - keratan sulfate,hsa00601:Glycosphingolipid biosynthesis - lacto and neolacto series,hsa01100:Metabolic pathways,
B3GNT3	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3(B3GNT3)	Homo sapiens	hsa00601:Glycosphingolipid biosynthesis - lacto and neolacto series,hsa01100:Metabolic pathways,
B3GNT6	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6(B3GNT6)	Homo sapiens	hsa00512:Mucin type O-Glycan biosynthesis,hsa01100:Metabolic pathways,
UGCG	UDP-glucose ceramide glucosyltransferase(UGCG)	Homo sapiens	hsa00600:Sphingolipid metabolism,hsa01100:Metabolic pathways,
UGGT2	UDP-glucose glycoprotein glucosyltransferase 2(UGGT2)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,
UTP6	UTP6, small subunit processome component(UTP6)	Homo sapiens	hsa03008:Ribosome biogenesis in eukaryotes,
WDR61	WD repeat domain 61(WDR61)	Homo sapiens	hsa03018:RNA degradation,
WWC1	WW and C2 domain containing 1(WWC1)	Homo sapiens	hsa04390:Hippo signaling pathway,
WWP1	WW domain containing E3 ubiquitin protein ligase 1(WWP1)	Homo sapiens	hsa04120:Ubiquitin mediated proteolysis,hsa04144:Endocytosis,
WWTR1	WW domain containing transcription regulator 1(WWTR1)	Homo sapiens	hsa04390:Hippo signaling pathway,
WBSCR17	Williams-Beuren syndrome chromosome region 17(WBSCR17)	Homo sapiens	hsa00512:Mucin type O-Glycan biosynthesis,hsa01100:Metabolic pathways,
WT1	Wilms tumor 1(WT1)	Homo sapiens	hsa05202:Transcriptional misregulation in cancer,
WNT16	Wnt family member 16(WNT16)	Homo sapiens	hsa04310:Wnt signaling pathway,hsa04390:Hippo signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04916:Melanogenesis,hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05202:Transcriptional misregulation in cancer,hsa05205:Proteoglycans in cancer,hsa05217:Basal cell carcinoma,
XRCC1	X-ray repair cross complementing 1(XRCC1)	Homo sapiens	hsa03410:Base excision repair,
XRCC4	X-ray repair cross complementing 4(XRCC4)	Homo sapiens	hsa03450:Non-homologous end-joining,
YBX3	Y-box binding protein 3(YBX3)	Homo sapiens	hsa04530:Tight junction,
YAP1	Yes associated protein 1(YAP1)	Homo sapiens	hsa04390:Hippo signaling pathway,
ACACA	acetyl-CoA carboxylase alpha(ACACA)	Homo sapiens	hsa00061:Fatty acid biosynthesis,hsa00620:Pyruvate metabolism,hsa00640:Propanoate metabolism,hsa01100:Metabolic pathways,hsa01212:Fatty acid metabolism,hsa04152:AMPK signaling pathway,hsa04910:Insulin signaling pathway,hsa04922:Glucagon signaling pathway,
ATF1	activating transcription factor 1(ATF1)	Homo sapiens	hsa04925:Aldosterone synthesis and secretion,hsa05166:HTLV-I infection,hsa05202:Transcriptional misregulation in cancer,
ATF3	activating transcription factor 3(ATF3)	Homo sapiens	hsa05166:HTLV-I infection,
ATF4	activating transcription factor 4(ATF4)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04022:cGMP-PKG signaling pathway,hsa04141:Protein processing in endoplasmic reticulum,hsa04151:PI3K-Akt signaling pathway,hsa04261:Adrenergic signaling in cardiomyocytes,hsa04668:TNF signaling pathway,hsa04720:Long-term potentiation,hsa04722:Neurotrophin signaling pathway,hsa04725:Cholinergic synapse,hsa04728:Dopaminergic synapse,hsa04911:Insulin secretion,hsa04912:GnRH signaling pathway,hsa04915:Estrogen signaling pathway,hsa04918:Thyroid hormone synthesis,hsa04922:Glucagon signaling pathway,hsa04925:Aldosterone synthesis and secretion,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05030:Cocaine addiction,hsa05031:Amphetamine addiction,hsa05034:Alcoholism,hsa05161:Hepatitis B,hsa05166:HTLV-I infection,hsa05203:Viral carcinogenesis,hsa05215:Prostate cancer,
ACVR1C	activin A receptor type 1C(ACVR1C)	Homo sapiens	hsa04350:TGF-beta signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,
AGK	acylglycerol kinase(AGK)	Homo sapiens	hsa00561:Glycerolipid metabolism,hsa01100:Metabolic pathways,
AP2A2	adaptor related protein complex 2 alpha 2 subunit(AP2A2)	Homo sapiens	hsa04144:Endocytosis,hsa04721:Synaptic vesicle cycle,hsa04961:Endocrine and other factor-regulated calcium reabsorption,hsa05016:Huntington's disease,
ADIPOR2	adiponectin receptor 2(ADIPOR2)	Homo sapiens	hsa04152:AMPK signaling pathway,hsa04920:Adipocytokine signaling pathway,hsa04932:Non-alcoholic fatty liver disease (NAFLD),
AKR1C3	aldo-keto reductase family 1 member C3(AKR1C3)	Homo sapiens	hsa00140:Steroid hormone biosynthesis,hsa00590:Arachidonic acid metabolism,hsa01100:Metabolic pathways,hsa04913:Ovarian steroidogenesis,
ALPP	alkaline phosphatase, placental(ALPP)	Homo sapiens	hsa00790:Folate biosynthesis,hsa01100:Metabolic pathways,
AR	androgen receptor(AR)	Homo sapiens	hsa04114:Oocyte meiosis,hsa05200:Pathways in cancer,hsa05215:Prostate cancer,
AMH	anti-Mullerian hormone(AMH)	Homo sapiens	hsa04024:cAMP signaling pathway,hsa04060:Cytokine-cytokine receptor interaction,hsa04350:TGF-beta signaling pathway,hsa04390:Hippo signaling pathway,
APH1A	aph-1 homolog A, gamma-secretase subunit(APH1A)	Homo sapiens	hsa04330:Notch signaling pathway,hsa05010:Alzheimer's disease,
APH1B	aph-1 homolog B, gamma-secretase subunit(APH1B)	Homo sapiens	hsa04330:Notch signaling pathway,hsa05010:Alzheimer's disease,
APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1(APEX1)	Homo sapiens	hsa03410:Base excision repair,
ARNT2	aryl hydrocarbon receptor nuclear translocator 2(ARNT2)	Homo sapiens	hsa05200:Pathways in cancer,hsa05202:Transcriptional misregulation in cancer,hsa05211:Renal cell carcinoma,
ARNTL	aryl hydrocarbon receptor nuclear translocator like(ARNTL)	Homo sapiens	hsa04710:Circadian rhythm,hsa04728:Dopaminergic synapse,hsa05168:Herpes simplex infection,
ARNT	aryl hydrocarbon receptor nuclear translocator(ARNT)	Homo sapiens	hsa04066:HIF-1 signaling pathway,hsa05200:Pathways in cancer,hsa05204:Chemical carcinogenesis,hsa05211:Renal cell carcinoma,
ARSA	arylsulfatase A(ARSA)	Homo sapiens	hsa00600:Sphingolipid metabolism,hsa04142:Lysosome,
ARSB	arylsulfatase B(ARSB)	Homo sapiens	hsa00531:Glycosaminoglycan degradation,hsa01100:Metabolic pathways,hsa04142:Lysosome,
NARS2	asparaginyl-tRNA synthetase 2, mitochondrial (putative)(NARS2)	Homo sapiens	hsa00970:Aminoacyl-tRNA biosynthesis,
ATG13	autophagy related 13(ATG13)	Homo sapiens	hsa04140:Regulation of autophagy,
AXIN1	axin 1(AXIN1)	Homo sapiens	hsa04310:Wnt signaling pathway,hsa04390:Hippo signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa05200:Pathways in cancer,hsa05210:Colorectal cancer,hsa05213:Endometrial cancer,hsa05217:Basal cell carcinoma,
BHLHA15	basic helix-loop-helix family member a15(BHLHA15)	Homo sapiens	hsa04950:Maturity onset diabetes of the young,
BHLHE40	basic helix-loop-helix family member e40(BHLHE40)	Homo sapiens	hsa04710:Circadian rhythm,
BHLHE41	basic helix-loop-helix family member e41(BHLHE41)	Homo sapiens	hsa04710:Circadian rhythm,
B3GALT1	beta-1,3-galactosyltransferase 1(B3GALT1)	Homo sapiens	hsa00601:Glycosphingolipid biosynthesis - lacto and neolacto series,hsa01100:Metabolic pathways,
B3GALT2	beta-1,3-galactosyltransferase 2(B3GALT2)	Homo sapiens	hsa00601:Glycosphingolipid biosynthesis - lacto and neolacto series,hsa01100:Metabolic pathways,
B4GALT1	beta-1,4-galactosyltransferase 1(B4GALT1)	Homo sapiens	hsa00052:Galactose metabolism,hsa00510:N-Glycan biosynthesis,hsa00514:Other types of O-glycan biosynthesis,hsa00533:Glycosaminoglycan biosynthesis - keratan sulfate,hsa00601:Glycosphingolipid biosynthesis - lacto and neolacto series,hsa01100:Metabolic pathways,
B4GALT2	beta-1,4-galactosyltransferase 2(B4GALT2)	Homo sapiens	hsa00052:Galactose metabolism,hsa00510:N-Glycan biosynthesis,hsa00514:Other types of O-glycan biosynthesis,hsa00533:Glycosaminoglycan biosynthesis - keratan sulfate,hsa00601:Glycosphingolipid biosynthesis - lacto and neolacto series,hsa01100:Metabolic pathways,
B4GALT3	beta-1,4-galactosyltransferase 3(B4GALT3)	Homo sapiens	hsa00510:N-Glycan biosynthesis,hsa00514:Other types of O-glycan biosynthesis,hsa00533:Glycosaminoglycan biosynthesis - keratan sulfate,hsa00601:Glycosphingolipid biosynthesis - lacto and neolacto series,hsa01100:Metabolic pathways,
B4GALT4	beta-1,4-galactosyltransferase 4(B4GALT4)	Homo sapiens	hsa00533:Glycosaminoglycan biosynthesis - keratan sulfate,hsa00601:Glycosphingolipid biosynthesis - lacto and neolacto series,hsa01100:Metabolic pathways,
B4GALT5	beta-1,4-galactosyltransferase 5(B4GALT5)	Homo sapiens	hsa00512:Mucin type O-Glycan biosynthesis,
B4GALT6	beta-1,4-galactosyltransferase 6(B4GALT6)	Homo sapiens	hsa00600:Sphingolipid metabolism,hsa01100:Metabolic pathways,
BTD	biotinidase(BTD)	Homo sapiens	hsa00780:Biotin metabolism,hsa01100:Metabolic pathways,hsa04977:Vitamin digestion and absorption,
BMP15	bone morphogenetic protein 15(BMP15)	Homo sapiens	hsa04913:Ovarian steroidogenesis,
BMP2	bone morphogenetic protein 2(BMP2)	Homo sapiens	hsa04350:TGF-beta signaling pathway,hsa04390:Hippo signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa05200:Pathways in cancer,hsa05217:Basal cell carcinoma,
BMP4	bone morphogenetic protein 4(BMP4)	Homo sapiens	hsa04350:TGF-beta signaling pathway,hsa04390:Hippo signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa05200:Pathways in cancer,hsa05217:Basal cell carcinoma,
BMP6	bone morphogenetic protein 6(BMP6)	Homo sapiens	hsa04350:TGF-beta signaling pathway,hsa04390:Hippo signaling pathway,hsa04913:Ovarian steroidogenesis,
BMP7	bone morphogenetic protein 7(BMP7)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04350:TGF-beta signaling pathway,hsa04390:Hippo signaling pathway,
BMP8B	bone morphogenetic protein 8b(BMP8B)	Homo sapiens	hsa04350:TGF-beta signaling pathway,hsa04390:Hippo signaling pathway,
BMPR1B	bone morphogenetic protein receptor type 1B(BMPR1B)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04350:TGF-beta signaling pathway,hsa04390:Hippo signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,
BMPR2	bone morphogenetic protein receptor type 2(BMPR2)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04350:TGF-beta signaling pathway,hsa04390:Hippo signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa05206:MicroRNAs in cancer,
BCAS2	breast carcinoma amplified sequence 2(BCAS2)	Homo sapiens	hsa03040:Spliceosome,
CREB1	cAMP responsive element binding protein 1(CREB1)	Homo sapiens	hsa04022:cGMP-PKG signaling pathway,hsa04024:cAMP signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04152:AMPK signaling pathway,hsa04261:Adrenergic signaling in cardiomyocytes,hsa04380:Osteoclast differentiation,hsa04612:Antigen processing and presentation,hsa04668:TNF signaling pathway,hsa04710:Circadian rhythm,hsa04713:Circadian entrainment,hsa04725:Cholinergic synapse,hsa04728:Dopaminergic synapse,hsa04911:Insulin secretion,hsa04915:Estrogen signaling pathway,hsa04916:Melanogenesis,hsa04918:Thyroid hormone synthesis,hsa04922:Glucagon signaling pathway,hsa04924:Renin secretion,hsa04925:Aldosterone synthesis and secretion,hsa04931:Insulin resistance,hsa04962:Vasopressin-regulated water reabsorption,hsa05016:Huntington's disease,hsa05030:Cocaine addiction,hsa05031:Amphetamine addiction,hsa05034:Alcoholism,hsa05152:Tuberculosis,hsa05161:Hepatitis B,hsa05166:HTLV-I infection,hsa05203:Viral carcinogenesis,hsa05215:Prostate cancer,
CREB3L1	cAMP responsive element binding protein 3 like 1(CREB3L1)	Homo sapiens	hsa04022:cGMP-PKG signaling pathway,hsa04024:cAMP signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04152:AMPK signaling pathway,hsa04261:Adrenergic signaling in cardiomyocytes,hsa04668:TNF signaling pathway,hsa04725:Cholinergic synapse,hsa04728:Dopaminergic synapse,hsa04911:Insulin secretion,hsa04915:Estrogen signaling pathway,hsa04916:Melanogenesis,hsa04918:Thyroid hormone synthesis,hsa04922:Glucagon signaling pathway,hsa04925:Aldosterone synthesis and secretion,hsa04931:Insulin resistance,hsa04962:Vasopressin-regulated water reabsorption,hsa05016:Huntington's disease,hsa05030:Cocaine addiction,hsa05031:Amphetamine addiction,hsa05034:Alcoholism,hsa05161:Hepatitis B,hsa05203:Viral carcinogenesis,hsa05215:Prostate cancer,
CREB3L3	cAMP responsive element binding protein 3 like 3(CREB3L3)	Homo sapiens	hsa04022:cGMP-PKG signaling pathway,hsa04024:cAMP signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04152:AMPK signaling pathway,hsa04261:Adrenergic signaling in cardiomyocytes,hsa04668:TNF signaling pathway,hsa04725:Cholinergic synapse,hsa04728:Dopaminergic synapse,hsa04911:Insulin secretion,hsa04915:Estrogen signaling pathway,hsa04916:Melanogenesis,hsa04918:Thyroid hormone synthesis,hsa04922:Glucagon signaling pathway,hsa04925:Aldosterone synthesis and secretion,hsa04931:Insulin resistance,hsa04962:Vasopressin-regulated water reabsorption,hsa05016:Huntington's disease,hsa05030:Cocaine addiction,hsa05031:Amphetamine addiction,hsa05034:Alcoholism,hsa05161:Hepatitis B,hsa05203:Viral carcinogenesis,hsa05215:Prostate cancer,
CREB3L4	cAMP responsive element binding protein 3 like 4(CREB3L4)	Homo sapiens	hsa04022:cGMP-PKG signaling pathway,hsa04024:cAMP signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04152:AMPK signaling pathway,hsa04261:Adrenergic signaling in cardiomyocytes,hsa04668:TNF signaling pathway,hsa04725:Cholinergic synapse,hsa04728:Dopaminergic synapse,hsa04911:Insulin secretion,hsa04915:Estrogen signaling pathway,hsa04916:Melanogenesis,hsa04918:Thyroid hormone synthesis,hsa04922:Glucagon signaling pathway,hsa04925:Aldosterone synthesis and secretion,hsa04931:Insulin resistance,hsa04962:Vasopressin-regulated water reabsorption,hsa05016:Huntington's disease,hsa05030:Cocaine addiction,hsa05031:Amphetamine addiction,hsa05034:Alcoholism,hsa05161:Hepatitis B,hsa05203:Viral carcinogenesis,hsa05215:Prostate cancer,
CREB3	cAMP responsive element binding protein 3(CREB3)	Homo sapiens	hsa04022:cGMP-PKG signaling pathway,hsa04024:cAMP signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04152:AMPK signaling pathway,hsa04261:Adrenergic signaling in cardiomyocytes,hsa04668:TNF signaling pathway,hsa04725:Cholinergic synapse,hsa04728:Dopaminergic synapse,hsa04911:Insulin secretion,hsa04915:Estrogen signaling pathway,hsa04916:Melanogenesis,hsa04918:Thyroid hormone synthesis,hsa04922:Glucagon signaling pathway,hsa04925:Aldosterone synthesis and secretion,hsa04931:Insulin resistance,hsa04962:Vasopressin-regulated water reabsorption,hsa05016:Huntington's disease,hsa05030:Cocaine addiction,hsa05031:Amphetamine addiction,hsa05034:Alcoholism,hsa05161:Hepatitis B,hsa05203:Viral carcinogenesis,hsa05215:Prostate cancer,
CREB5	cAMP responsive element binding protein 5(CREB5)	Homo sapiens	hsa04022:cGMP-PKG signaling pathway,hsa04024:cAMP signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04152:AMPK signaling pathway,hsa04261:Adrenergic signaling in cardiomyocytes,hsa04668:TNF signaling pathway,hsa04725:Cholinergic synapse,hsa04728:Dopaminergic synapse,hsa04911:Insulin secretion,hsa04915:Estrogen signaling pathway,hsa04918:Thyroid hormone synthesis,hsa04922:Glucagon signaling pathway,hsa04925:Aldosterone synthesis and secretion,hsa04931:Insulin resistance,hsa04962:Vasopressin-regulated water reabsorption,hsa05016:Huntington's disease,hsa05030:Cocaine addiction,hsa05031:Amphetamine addiction,hsa05034:Alcoholism,hsa05161:Hepatitis B,hsa05203:Viral carcinogenesis,hsa05215:Prostate cancer,
CREM	cAMP responsive element modulator(CREM)	Homo sapiens	hsa04261:Adrenergic signaling in cardiomyocytes,hsa05166:HTLV-I infection,
CACNA1A	calcium voltage-gated channel subunit alpha1 A(CACNA1A)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04020:Calcium signaling pathway,hsa04721:Synaptic vesicle cycle,hsa04723:Retrograde endocannabinoid signaling,hsa04724:Glutamatergic synapse,hsa04725:Cholinergic synapse,hsa04726:Serotonergic synapse,hsa04727:GABAergic synapse,hsa04728:Dopaminergic synapse,hsa04730:Long-term depression,hsa04742:Taste transduction,hsa04930:Type II diabetes mellitus,hsa05032:Morphine addiction,hsa05033:Nicotine addiction,
CAMK1	calcium/calmodulin dependent protein kinase I(CAMK1)	Homo sapiens	hsa04921:Oxytocin signaling pathway,hsa04925:Aldosterone synthesis and secretion,
CHST4	carbohydrate sulfotransferase 4(CHST4)	Homo sapiens	hsa00533:Glycosaminoglycan biosynthesis - keratan sulfate,
CA8	carbonic anhydrase 8(CA8)	Homo sapiens	hsa00910:Nitrogen metabolism,
CTSA	cathepsin A(CTSA)	Homo sapiens	hsa04142:Lysosome,hsa04614:Renin-angiotensin system,
CTSH	cathepsin H(CTSH)	Homo sapiens	hsa04142:Lysosome,
CDC25B	cell division cycle 25B(CDC25B)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04110:Cell cycle,hsa04914:Progesterone-mediated oocyte maturation,hsa05206:MicroRNAs in cancer,
CETN2	centrin 2(CETN2)	Homo sapiens	hsa03420:Nucleotide excision repair,
CERK	ceramide kinase(CERK)	Homo sapiens	hsa00600:Sphingolipid metabolism,
CHMP4B	charged multivesicular body protein 4B(CHMP4B)	Homo sapiens	hsa04144:Endocytosis,
CHMP5	charged multivesicular body protein 5(CHMP5)	Homo sapiens	hsa04144:Endocytosis,
CHRNB1	cholinergic receptor nicotinic beta 1 subunit(CHRNB1)	Homo sapiens	hsa04080:Neuroactive ligand-receptor interaction,
CHRD	chordin(CHRD)	Homo sapiens	hsa04350:TGF-beta signaling pathway,
CHD8	chromodomain helicase DNA binding protein 8(CHD8)	Homo sapiens	hsa04310:Wnt signaling pathway,
CIITA	class II major histocompatibility complex transactivator(CIITA)	Homo sapiens	hsa04612:Antigen processing and presentation,hsa05145:Toxoplasmosis,hsa05152:Tuberculosis,hsa05164:Influenza A,hsa05340:Primary immunodeficiency,
CLOCK	clock circadian regulator(CLOCK)	Homo sapiens	hsa04710:Circadian rhythm,hsa04728:Dopaminergic synapse,hsa05168:Herpes simplex infection,
CCDC53	coiled-coil domain containing 53(CCDC53)	Homo sapiens	hsa04144:Endocytosis,
COL9A2	collagen type IX alpha 2 chain(COL9A2)	Homo sapiens	hsa04974:Protein digestion and absorption,
COL10A1	collagen type X alpha 1 chain(COL10A1)	Homo sapiens	hsa04974:Protein digestion and absorption,
C1GALT1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1(C1GALT1)	Homo sapiens	hsa00512:Mucin type O-Glycan biosynthesis,hsa01100:Metabolic pathways,
CRH	corticotropin releasing hormone(CRH)	Homo sapiens	hsa04730:Long-term depression,hsa05034:Alcoholism,
CXADR	coxsackie virus and adenovirus receptor(CXADR)	Homo sapiens	hsa05416:Viral myocarditis,
CKMT2	creatine kinase, mitochondrial 2(CKMT2)	Homo sapiens	hsa00330:Arginine and proline metabolism,hsa01100:Metabolic pathways,
CRY2	cryptochrome circadian clock 2(CRY2)	Homo sapiens	hsa04710:Circadian rhythm,
CUL3	cullin 3(CUL3)	Homo sapiens	hsa04120:Ubiquitin mediated proteolysis,
CUL4A	cullin 4A(CUL4A)	Homo sapiens	hsa03420:Nucleotide excision repair,hsa04120:Ubiquitin mediated proteolysis,
CUL4B	cullin 4B(CUL4B)	Homo sapiens	hsa03420:Nucleotide excision repair,hsa04120:Ubiquitin mediated proteolysis,
CUL5	cullin 5(CUL5)	Homo sapiens	hsa04120:Ubiquitin mediated proteolysis,
CCNA1	cyclin A1(CCNA1)	Homo sapiens	hsa04110:Cell cycle,hsa04152:AMPK signaling pathway,hsa04914:Progesterone-mediated oocyte maturation,hsa05161:Hepatitis B,hsa05169:Epstein-Barr virus infection,hsa05203:Viral carcinogenesis,
CCNA2	cyclin A2(CCNA2)	Homo sapiens	hsa04110:Cell cycle,hsa04152:AMPK signaling pathway,hsa04914:Progesterone-mediated oocyte maturation,hsa05161:Hepatitis B,hsa05169:Epstein-Barr virus infection,hsa05203:Viral carcinogenesis,
CCND1	cyclin D1(CCND1)	Homo sapiens	hsa04068:FoxO signaling pathway,hsa04110:Cell cycle,hsa04115:p53 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04152:AMPK signaling pathway,hsa04310:Wnt signaling pathway,hsa04390:Hippo signaling pathway,hsa04510:Focal adhesion,hsa04630:Jak-STAT signaling pathway,hsa04917:Prolactin signaling pathway,hsa04919:Thyroid hormone signaling pathway,hsa04921:Oxytocin signaling pathway,hsa05161:Hepatitis B,hsa05162:Measles,hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05203:Viral carcinogenesis,hsa05205:Proteoglycans in cancer,hsa05206:MicroRNAs in cancer,hsa05210:Colorectal cancer,hsa05212:Pancreatic cancer,hsa05213:Endometrial cancer,hsa05214:Glioma,hsa05215:Prostate cancer,hsa05216:Thyroid cancer,hsa05218:Melanoma,hsa05219:Bladder cancer,hsa05220:Chronic myeloid leukemia,hsa05221:Acute myeloid leukemia,hsa05222:Small cell lung cancer,hsa05223:Non-small cell lung cancer,hsa05416:Viral myocarditis,
CCND2	cyclin D2(CCND2)	Homo sapiens	hsa04068:FoxO signaling pathway,hsa04110:Cell cycle,hsa04115:p53 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04310:Wnt signaling pathway,hsa04390:Hippo signaling pathway,hsa04510:Focal adhesion,hsa04630:Jak-STAT signaling pathway,hsa04917:Prolactin signaling pathway,hsa05162:Measles,hsa05166:HTLV-I infection,hsa05202:Transcriptional misregulation in cancer,hsa05203:Viral carcinogenesis,hsa05206:MicroRNAs in cancer,
CCND3	cyclin D3(CCND3)	Homo sapiens	hsa04110:Cell cycle,hsa04115:p53 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04310:Wnt signaling pathway,hsa04390:Hippo signaling pathway,hsa04510:Focal adhesion,hsa04630:Jak-STAT signaling pathway,hsa05162:Measles,hsa05166:HTLV-I infection,hsa05203:Viral carcinogenesis,
CCNE1	cyclin E1(CCNE1)	Homo sapiens	hsa04110:Cell cycle,hsa04114:Oocyte meiosis,hsa04115:p53 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa05161:Hepatitis B,hsa05162:Measles,hsa05200:Pathways in cancer,hsa05203:Viral carcinogenesis,hsa05206:MicroRNAs in cancer,hsa05215:Prostate cancer,hsa05222:Small cell lung cancer,
CCNE2	cyclin E2(CCNE2)	Homo sapiens	hsa04110:Cell cycle,hsa04114:Oocyte meiosis,hsa04115:p53 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa05161:Hepatitis B,hsa05162:Measles,hsa05200:Pathways in cancer,hsa05203:Viral carcinogenesis,hsa05206:MicroRNAs in cancer,hsa05215:Prostate cancer,hsa05222:Small cell lung cancer,
CCNG1	cyclin G1(CCNG1)	Homo sapiens	hsa04115:p53 signaling pathway,hsa05206:MicroRNAs in cancer,
CDK14	cyclin dependent kinase 14(CDK14)	Homo sapiens	hsa05202:Transcriptional misregulation in cancer,
CDK4	cyclin dependent kinase 4(CDK4)	Homo sapiens	hsa04110:Cell cycle,hsa04115:p53 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04530:Tight junction,hsa04660:T cell receptor signaling pathway,hsa05161:Hepatitis B,hsa05162:Measles,hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05203:Viral carcinogenesis,hsa05212:Pancreatic cancer,hsa05214:Glioma,hsa05218:Melanoma,hsa05219:Bladder cancer,hsa05220:Chronic myeloid leukemia,hsa05222:Small cell lung cancer,hsa05223:Non-small cell lung cancer,
