ID	Gene Name	Species	KEGG_PATHWAY
CDK5	cyclin dependent kinase 5(CDK5)	Homo sapiens	hsa04360:Axon guidance,hsa05010:Alzheimer's disease,hsa05030:Cocaine addiction,
CDK7	cyclin dependent kinase 7(CDK7)	Homo sapiens	hsa03022:Basal transcription factors,hsa03420:Nucleotide excision repair,hsa04110:Cell cycle,
CDK9	cyclin dependent kinase 9(CDK9)	Homo sapiens	hsa05202:Transcriptional misregulation in cancer,
DCTPP1	dCTP pyrophosphatase 1(DCTPP1)	Homo sapiens	hsa00240:Pyrimidine metabolism,hsa01100:Metabolic pathways,
DAPK2	death associated protein kinase 2(DAPK2)	Homo sapiens	hsa05200:Pathways in cancer,hsa05219:Bladder cancer,
DCK	deoxycytidine kinase(DCK)	Homo sapiens	hsa00230:Purine metabolism,hsa00240:Pyrimidine metabolism,hsa01100:Metabolic pathways,
DOK1	docking protein 1(DOK1)	Homo sapiens	hsa05162:Measles,
DUSP1	dual specificity phosphatase 1(DUSP1)	Homo sapiens	hsa04010:MAPK signaling pathway,
DUSP10	dual specificity phosphatase 10(DUSP10)	Homo sapiens	hsa04010:MAPK signaling pathway,
DUSP16	dual specificity phosphatase 16(DUSP16)	Homo sapiens	hsa04010:MAPK signaling pathway,
DUSP2	dual specificity phosphatase 2(DUSP2)	Homo sapiens	hsa04010:MAPK signaling pathway,
DUSP3	dual specificity phosphatase 3(DUSP3)	Homo sapiens	hsa04010:MAPK signaling pathway,
DUSP4	dual specificity phosphatase 4(DUSP4)	Homo sapiens	hsa04010:MAPK signaling pathway,
DUSP5	dual specificity phosphatase 5(DUSP5)	Homo sapiens	hsa04010:MAPK signaling pathway,
DUSP6	dual specificity phosphatase 6(DUSP6)	Homo sapiens	hsa04010:MAPK signaling pathway,
DUSP7	dual specificity phosphatase 7(DUSP7)	Homo sapiens	hsa04010:MAPK signaling pathway,
DUSP8	dual specificity phosphatase 8(DUSP8)	Homo sapiens	hsa04010:MAPK signaling pathway,
DUSP9	dual specificity phosphatase 9(DUSP9)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,
EFNA1	ephrin A1(EFNA1)	Homo sapiens	hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04360:Axon guidance,
EFNA2	ephrin A2(EFNA2)	Homo sapiens	hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04360:Axon guidance,
EFNA3	ephrin A3(EFNA3)	Homo sapiens	hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04360:Axon guidance,
EFNA5	ephrin A5(EFNA5)	Homo sapiens	hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04360:Axon guidance,
EEF2K	eukaryotic elongation factor 2 kinase(EEF2K)	Homo sapiens	hsa04152:AMPK signaling pathway,hsa04921:Oxytocin signaling pathway,
EIF2AK1	eukaryotic translation initiation factor 2 alpha kinase 1(EIF2AK1)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,hsa05160:Hepatitis C,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,
EIF2AK4	eukaryotic translation initiation factor 2 alpha kinase 4(EIF2AK4)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,hsa05160:Hepatitis C,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,
EIF3J	eukaryotic translation initiation factor 3 subunit J(EIF3J)	Homo sapiens	hsa03013:RNA transport,
FGFR1	fibroblast growth factor receptor 1(FGFR1)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04520:Adherens junction,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04810:Regulation of actin cytoskeleton,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05215:Prostate cancer,hsa05218:Melanoma,hsa05230:Central carbon metabolism in cancer,
FRS2	fibroblast growth factor receptor substrate 2(FRS2)	Homo sapiens	hsa04722:Neurotrophin signaling pathway,hsa05205:Proteoglycans in cancer,
GFPT1	glutamine--fructose-6-phosphate transaminase 1(GFPT1)	Homo sapiens	hsa00250:Alanine, aspartate and glutamate metabolism,hsa00520:Amino sugar and nucleotide sugar metabolism,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,hsa04931:Insulin resistance,
GSK3A	glycogen synthase kinase 3 alpha(GSK3A)	Homo sapiens	hsa04062:Chemokine signaling pathway,hsa04728:Dopaminergic synapse,hsa04932:Non-alcoholic fatty liver disease (NAFLD),
GSK3B	glycogen synthase kinase 3 beta(GSK3B)	Homo sapiens	hsa04012:ErbB signaling pathway,hsa04062:Chemokine signaling pathway,hsa04110:Cell cycle,hsa04151:PI3K-Akt signaling pathway,hsa04310:Wnt signaling pathway,hsa04340:Hedgehog signaling pathway,hsa04360:Axon guidance,hsa04390:Hippo signaling pathway,hsa04510:Focal adhesion,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04660:T cell receptor signaling pathway,hsa04662:B cell receptor signaling pathway,hsa04722:Neurotrophin signaling pathway,hsa04728:Dopaminergic synapse,hsa04910:Insulin signaling pathway,hsa04916:Melanogenesis,hsa04917:Prolactin signaling pathway,hsa04919:Thyroid hormone signaling pathway,hsa04931:Insulin resistance,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05010:Alzheimer's disease,hsa05160:Hepatitis C,hsa05162:Measles,hsa05164:Influenza A,hsa05166:HTLV-I infection,hsa05169:Epstein-Barr virus infection,hsa05200:Pathways in cancer,hsa05210:Colorectal cancer,hsa05213:Endometrial cancer,hsa05215:Prostate cancer,hsa05217:Basal cell carcinoma,
GP6	glycoprotein VI platelet(GP6)	Homo sapiens	hsa04512:ECM-receptor interaction,hsa04611:Platelet activation,
GDF5	growth differentiation factor 5(GDF5)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04350:TGF-beta signaling pathway,hsa04390:Hippo signaling pathway,
HMGN1	high mobility group nucleosome binding domain 1(HMGN1)	Homo sapiens	hsa05168:Herpes simplex infection,
INPPL1	inositol polyphosphate phosphatase like 1(INPPL1)	Homo sapiens	hsa00562:Inositol phosphate metabolism,hsa04070:Phosphatidylinositol signaling system,hsa04662:B cell receptor signaling pathway,hsa04666:Fc gamma R-mediated phagocytosis,hsa04910:Insulin signaling pathway,
IGF1R	insulin like growth factor 1 receptor(IGF1R)	Homo sapiens	hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04066:HIF-1 signaling pathway,hsa04068:FoxO signaling pathway,hsa04114:Oocyte meiosis,hsa04144:Endocytosis,hsa04151:PI3K-Akt signaling pathway,hsa04152:AMPK signaling pathway,hsa04510:Focal adhesion,hsa04520:Adherens junction,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04730:Long-term depression,hsa04913:Ovarian steroidogenesis,hsa04914:Progesterone-mediated oocyte maturation,hsa05200:Pathways in cancer,hsa05202:Transcriptional misregulation in cancer,hsa05205:Proteoglycans in cancer,hsa05214:Glioma,hsa05215:Prostate cancer,hsa05218:Melanoma,
INSR	insulin receptor(INSR)	Homo sapiens	hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04022:cGMP-PKG signaling pathway,hsa04066:HIF-1 signaling pathway,hsa04068:FoxO signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04152:AMPK signaling pathway,hsa04520:Adherens junction,hsa04910:Insulin signaling pathway,hsa04913:Ovarian steroidogenesis,hsa04923:Regulation of lipolysis in adipocytes,hsa04930:Type II diabetes mellitus,hsa04931:Insulin resistance,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa04960:Aldosterone-regulated sodium reabsorption,
KSR2	kinase suppressor of ras 2(KSR2)	Homo sapiens	hsa04014:Ras signaling pathway,
LAMTOR3	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3(LAMTOR3)	Homo sapiens	hsa04010:MAPK signaling pathway,
MRC1	mannose receptor, C type 1(MRC1)	Homo sapiens	hsa04145:Phagosome,hsa05152:Tuberculosis,
MTOR	mechanistic target of rapamycin(MTOR)	Homo sapiens	hsa04012:ErbB signaling pathway,hsa04066:HIF-1 signaling pathway,hsa04150:mTOR signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04152:AMPK signaling pathway,hsa04910:Insulin signaling pathway,hsa04919:Thyroid hormone signaling pathway,hsa04920:Adipocytokine signaling pathway,hsa04930:Type II diabetes mellitus,hsa04931:Insulin resistance,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05206:MicroRNAs in cancer,hsa05214:Glioma,hsa05215:Prostate cancer,hsa05221:Acute myeloid leukemia,hsa05230:Central carbon metabolism in cancer,hsa05231:Choline metabolism in cancer,
MS4A2	membrane spanning 4-domains A2(MS4A2)	Homo sapiens	hsa04071:Sphingolipid signaling pathway,hsa04664:Fc epsilon RI signaling pathway,hsa05310:Asthma,
MBD4	methyl-CpG binding domain 4, DNA glycosylase(MBD4)	Homo sapiens	hsa03410:Base excision repair,
MRPL16	mitochondrial ribosomal protein L16(MRPL16)	Homo sapiens	hsa03010:Ribosome,
MAPK1	mitogen-activated protein kinase 1(MAPK1)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04012:ErbB signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04022:cGMP-PKG signaling pathway,hsa04024:cAMP signaling pathway,hsa04062:Chemokine signaling pathway,hsa04066:HIF-1 signaling pathway,hsa04068:FoxO signaling pathway,hsa04071:Sphingolipid signaling pathway,hsa04114:Oocyte meiosis,hsa04150:mTOR signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04261:Adrenergic signaling in cardiomyocytes,hsa04270:Vascular smooth muscle contraction,hsa04320:Dorso-ventral axis formation,hsa04350:TGF-beta signaling pathway,hsa04360:Axon guidance,hsa04370:VEGF signaling pathway,hsa04380:Osteoclast differentiation,hsa04510:Focal adhesion,hsa04520:Adherens junction,hsa04540:Gap junction,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04611:Platelet activation,hsa04620:Toll-like receptor signaling pathway,hsa04621:NOD-like receptor signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa04660:T cell receptor signaling pathway,hsa04662:B cell receptor signaling pathway,hsa04664:Fc epsilon RI signaling pathway,hsa04666:Fc gamma R-mediated phagocytosis,hsa04668:TNF signaling pathway,hsa04713:Circadian entrainment,hsa04720:Long-term potentiation,hsa04722:Neurotrophin signaling pathway,hsa04723:Retrograde endocannabinoid signaling,hsa04724:Glutamatergic synapse,hsa04725:Cholinergic synapse,hsa04726:Serotonergic synapse,hsa04730:Long-term depression,hsa04810:Regulation of actin cytoskeleton,hsa04910:Insulin signaling pathway,hsa04912:GnRH signaling pathway,hsa04914:Progesterone-mediated oocyte maturation,hsa04915:Estrogen signaling pathway,hsa04916:Melanogenesis,hsa04917:Prolactin signaling pathway,hsa04919:Thyroid hormone signaling pathway,hsa04921:Oxytocin signaling pathway,hsa04930:Type II diabetes mellitus,hsa04960:Aldosterone-regulated sodium reabsorption,hsa05010:Alzheimer's disease,hsa05020:Prion diseases,hsa05034:Alcoholism,hsa05131:Shigellosis,hsa05132:Salmonella infection,hsa05133:Pertussis,hsa05140:Leishmaniasis,hsa05142:Chagas disease (American trypanosomiasis),hsa05145:Toxoplasmosis,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05164:Influenza A,hsa05200:Pathways in cancer,hsa05203:Viral carcinogenesis,hsa05205:Proteoglycans in cancer,hsa05210:Colorectal cancer,hsa05211:Renal cell carcinoma,hsa05212:Pancreatic cancer,hsa05213:Endometrial cancer,hsa05214:Glioma,hsa05215:Prostate cancer,hsa05216:Thyroid cancer,hsa05218:Melanoma,hsa05219:Bladder cancer,hsa05220:Chronic myeloid leukemia,hsa05221:Acute myeloid leukemia,hsa05223:Non-small cell lung cancer,hsa05230:Central carbon metabolism in cancer,hsa05231:Choline metabolism in cancer,
MAPK10	mitogen-activated protein kinase 10(MAPK10)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04012:ErbB signaling pathway,hsa04014:Ras signaling pathway,hsa04024:cAMP signaling pathway,hsa04068:FoxO signaling pathway,hsa04071:Sphingolipid signaling pathway,hsa04141:Protein processing in endoplasmic reticulum,hsa04310:Wnt signaling pathway,hsa04380:Osteoclast differentiation,hsa04510:Focal adhesion,hsa04620:Toll-like receptor signaling pathway,hsa04621:NOD-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04664:Fc epsilon RI signaling pathway,hsa04668:TNF signaling pathway,hsa04722:Neurotrophin signaling pathway,hsa04723:Retrograde endocannabinoid signaling,hsa04728:Dopaminergic synapse,hsa04750:Inflammatory mediator regulation of TRP channels,hsa04910:Insulin signaling pathway,hsa04912:GnRH signaling pathway,hsa04914:Progesterone-mediated oocyte maturation,hsa04917:Prolactin signaling pathway,hsa04920:Adipocytokine signaling pathway,hsa04930:Type II diabetes mellitus,hsa04931:Insulin resistance,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05120:Epithelial cell signaling in Helicobacter pylori infection,hsa05131:Shigellosis,hsa05132:Salmonella infection,hsa05133:Pertussis,hsa05142:Chagas disease (American trypanosomiasis),hsa05145:Toxoplasmosis,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,hsa05200:Pathways in cancer,hsa05210:Colorectal cancer,hsa05212:Pancreatic cancer,hsa05231:Choline metabolism in cancer,
MAPK11	mitogen-activated protein kinase 11(MAPK11)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04015:Rap1 signaling pathway,hsa04068:FoxO signaling pathway,hsa04071:Sphingolipid signaling pathway,hsa04261:Adrenergic signaling in cardiomyocytes,hsa04370:VEGF signaling pathway,hsa04380:Osteoclast differentiation,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04611:Platelet activation,hsa04620:Toll-like receptor signaling pathway,hsa04621:NOD-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04660:T cell receptor signaling pathway,hsa04664:Fc epsilon RI signaling pathway,hsa04668:TNF signaling pathway,hsa04670:Leukocyte transendothelial migration,hsa04722:Neurotrophin signaling pathway,hsa04723:Retrograde endocannabinoid signaling,hsa04728:Dopaminergic synapse,hsa04750:Inflammatory mediator regulation of TRP channels,hsa04912:GnRH signaling pathway,hsa04914:Progesterone-mediated oocyte maturation,hsa04917:Prolactin signaling pathway,hsa05014:Amyotrophic lateral sclerosis (ALS),hsa05120:Epithelial cell signaling in Helicobacter pylori infection,hsa05131:Shigellosis,hsa05132:Salmonella infection,hsa05133:Pertussis,hsa05140:Leishmaniasis,hsa05142:Chagas disease (American trypanosomiasis),hsa05145:Toxoplasmosis,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05164:Influenza A,hsa05169:Epstein-Barr virus infection,hsa05205:Proteoglycans in cancer,
MAPK12	mitogen-activated protein kinase 12(MAPK12)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04015:Rap1 signaling pathway,hsa04068:FoxO signaling pathway,hsa04071:Sphingolipid signaling pathway,hsa04261:Adrenergic signaling in cardiomyocytes,hsa04370:VEGF signaling pathway,hsa04380:Osteoclast differentiation,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04611:Platelet activation,hsa04620:Toll-like receptor signaling pathway,hsa04621:NOD-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04660:T cell receptor signaling pathway,hsa04664:Fc epsilon RI signaling pathway,hsa04668:TNF signaling pathway,hsa04670:Leukocyte transendothelial migration,hsa04722:Neurotrophin signaling pathway,hsa04723:Retrograde endocannabinoid signaling,hsa04728:Dopaminergic synapse,hsa04750:Inflammatory mediator regulation of TRP channels,hsa04912:GnRH signaling pathway,hsa04914:Progesterone-mediated oocyte maturation,hsa04917:Prolactin signaling pathway,hsa05014:Amyotrophic lateral sclerosis (ALS),hsa05120:Epithelial cell signaling in Helicobacter pylori infection,hsa05131:Shigellosis,hsa05132:Salmonella infection,hsa05133:Pertussis,hsa05140:Leishmaniasis,hsa05142:Chagas disease (American trypanosomiasis),hsa05145:Toxoplasmosis,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05164:Influenza A,hsa05169:Epstein-Barr virus infection,hsa05205:Proteoglycans in cancer,
MAPK13	mitogen-activated protein kinase 13(MAPK13)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04015:Rap1 signaling pathway,hsa04068:FoxO signaling pathway,hsa04071:Sphingolipid signaling pathway,hsa04261:Adrenergic signaling in cardiomyocytes,hsa04370:VEGF signaling pathway,hsa04380:Osteoclast differentiation,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04611:Platelet activation,hsa04620:Toll-like receptor signaling pathway,hsa04621:NOD-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04660:T cell receptor signaling pathway,hsa04664:Fc epsilon RI signaling pathway,hsa04668:TNF signaling pathway,hsa04670:Leukocyte transendothelial migration,hsa04722:Neurotrophin signaling pathway,hsa04723:Retrograde endocannabinoid signaling,hsa04728:Dopaminergic synapse,hsa04750:Inflammatory mediator regulation of TRP channels,hsa04912:GnRH signaling pathway,hsa04914:Progesterone-mediated oocyte maturation,hsa04917:Prolactin signaling pathway,hsa05014:Amyotrophic lateral sclerosis (ALS),hsa05120:Epithelial cell signaling in Helicobacter pylori infection,hsa05131:Shigellosis,hsa05132:Salmonella infection,hsa05133:Pertussis,hsa05140:Leishmaniasis,hsa05142:Chagas disease (American trypanosomiasis),hsa05145:Toxoplasmosis,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05164:Influenza A,hsa05169:Epstein-Barr virus infection,hsa05205:Proteoglycans in cancer,
MAPK14	mitogen-activated protein kinase 14(MAPK14)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04015:Rap1 signaling pathway,hsa04068:FoxO signaling pathway,hsa04071:Sphingolipid signaling pathway,hsa04261:Adrenergic signaling in cardiomyocytes,hsa04370:VEGF signaling pathway,hsa04380:Osteoclast differentiation,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04611:Platelet activation,hsa04620:Toll-like receptor signaling pathway,hsa04621:NOD-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04660:T cell receptor signaling pathway,hsa04664:Fc epsilon RI signaling pathway,hsa04668:TNF signaling pathway,hsa04670:Leukocyte transendothelial migration,hsa04722:Neurotrophin signaling pathway,hsa04723:Retrograde endocannabinoid signaling,hsa04728:Dopaminergic synapse,hsa04750:Inflammatory mediator regulation of TRP channels,hsa04912:GnRH signaling pathway,hsa04914:Progesterone-mediated oocyte maturation,hsa04917:Prolactin signaling pathway,hsa05014:Amyotrophic lateral sclerosis (ALS),hsa05120:Epithelial cell signaling in Helicobacter pylori infection,hsa05131:Shigellosis,hsa05132:Salmonella infection,hsa05133:Pertussis,hsa05140:Leishmaniasis,hsa05142:Chagas disease (American trypanosomiasis),hsa05145:Toxoplasmosis,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05164:Influenza A,hsa05169:Epstein-Barr virus infection,hsa05205:Proteoglycans in cancer,
MAPK3	mitogen-activated protein kinase 3(MAPK3)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04012:ErbB signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04022:cGMP-PKG signaling pathway,hsa04024:cAMP signaling pathway,hsa04062:Chemokine signaling pathway,hsa04066:HIF-1 signaling pathway,hsa04068:FoxO signaling pathway,hsa04071:Sphingolipid signaling pathway,hsa04114:Oocyte meiosis,hsa04150:mTOR signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04261:Adrenergic signaling in cardiomyocytes,hsa04270:Vascular smooth muscle contraction,hsa04320:Dorso-ventral axis formation,hsa04350:TGF-beta signaling pathway,hsa04360:Axon guidance,hsa04370:VEGF signaling pathway,hsa04380:Osteoclast differentiation,hsa04510:Focal adhesion,hsa04520:Adherens junction,hsa04540:Gap junction,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04611:Platelet activation,hsa04620:Toll-like receptor signaling pathway,hsa04621:NOD-like receptor signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa04660:T cell receptor signaling pathway,hsa04662:B cell receptor signaling pathway,hsa04664:Fc epsilon RI signaling pathway,hsa04666:Fc gamma R-mediated phagocytosis,hsa04668:TNF signaling pathway,hsa04713:Circadian entrainment,hsa04720:Long-term potentiation,hsa04722:Neurotrophin signaling pathway,hsa04723:Retrograde endocannabinoid signaling,hsa04724:Glutamatergic synapse,hsa04725:Cholinergic synapse,hsa04726:Serotonergic synapse,hsa04730:Long-term depression,hsa04810:Regulation of actin cytoskeleton,hsa04910:Insulin signaling pathway,hsa04912:GnRH signaling pathway,hsa04914:Progesterone-mediated oocyte maturation,hsa04915:Estrogen signaling pathway,hsa04916:Melanogenesis,hsa04917:Prolactin signaling pathway,hsa04919:Thyroid hormone signaling pathway,hsa04921:Oxytocin signaling pathway,hsa04930:Type II diabetes mellitus,hsa04960:Aldosterone-regulated sodium reabsorption,hsa05010:Alzheimer's disease,hsa05020:Prion diseases,hsa05034:Alcoholism,hsa05131:Shigellosis,hsa05132:Salmonella infection,hsa05133:Pertussis,hsa05140:Leishmaniasis,hsa05142:Chagas disease (American trypanosomiasis),hsa05145:Toxoplasmosis,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05164:Influenza A,hsa05200:Pathways in cancer,hsa05203:Viral carcinogenesis,hsa05205:Proteoglycans in cancer,hsa05210:Colorectal cancer,hsa05211:Renal cell carcinoma,hsa05212:Pancreatic cancer,hsa05213:Endometrial cancer,hsa05214:Glioma,hsa05215:Prostate cancer,hsa05216:Thyroid cancer,hsa05218:Melanoma,hsa05219:Bladder cancer,hsa05220:Chronic myeloid leukemia,hsa05221:Acute myeloid leukemia,hsa05223:Non-small cell lung cancer,hsa05230:Central carbon metabolism in cancer,hsa05231:Choline metabolism in cancer,
MAPK8	mitogen-activated protein kinase 8(MAPK8)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04012:ErbB signaling pathway,hsa04014:Ras signaling pathway,hsa04024:cAMP signaling pathway,hsa04068:FoxO signaling pathway,hsa04071:Sphingolipid signaling pathway,hsa04141:Protein processing in endoplasmic reticulum,hsa04310:Wnt signaling pathway,hsa04380:Osteoclast differentiation,hsa04510:Focal adhesion,hsa04620:Toll-like receptor signaling pathway,hsa04621:NOD-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04664:Fc epsilon RI signaling pathway,hsa04668:TNF signaling pathway,hsa04722:Neurotrophin signaling pathway,hsa04723:Retrograde endocannabinoid signaling,hsa04728:Dopaminergic synapse,hsa04750:Inflammatory mediator regulation of TRP channels,hsa04910:Insulin signaling pathway,hsa04912:GnRH signaling pathway,hsa04914:Progesterone-mediated oocyte maturation,hsa04917:Prolactin signaling pathway,hsa04920:Adipocytokine signaling pathway,hsa04930:Type II diabetes mellitus,hsa04931:Insulin resistance,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05120:Epithelial cell signaling in Helicobacter pylori infection,hsa05131:Shigellosis,hsa05132:Salmonella infection,hsa05133:Pertussis,hsa05142:Chagas disease (American trypanosomiasis),hsa05145:Toxoplasmosis,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,hsa05200:Pathways in cancer,hsa05210:Colorectal cancer,hsa05212:Pancreatic cancer,hsa05231:Choline metabolism in cancer,
MAPK9	mitogen-activated protein kinase 9(MAPK9)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04012:ErbB signaling pathway,hsa04014:Ras signaling pathway,hsa04024:cAMP signaling pathway,hsa04068:FoxO signaling pathway,hsa04071:Sphingolipid signaling pathway,hsa04141:Protein processing in endoplasmic reticulum,hsa04310:Wnt signaling pathway,hsa04380:Osteoclast differentiation,hsa04510:Focal adhesion,hsa04620:Toll-like receptor signaling pathway,hsa04621:NOD-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04664:Fc epsilon RI signaling pathway,hsa04668:TNF signaling pathway,hsa04722:Neurotrophin signaling pathway,hsa04723:Retrograde endocannabinoid signaling,hsa04728:Dopaminergic synapse,hsa04750:Inflammatory mediator regulation of TRP channels,hsa04910:Insulin signaling pathway,hsa04912:GnRH signaling pathway,hsa04914:Progesterone-mediated oocyte maturation,hsa04917:Prolactin signaling pathway,hsa04920:Adipocytokine signaling pathway,hsa04930:Type II diabetes mellitus,hsa04931:Insulin resistance,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05120:Epithelial cell signaling in Helicobacter pylori infection,hsa05131:Shigellosis,hsa05132:Salmonella infection,hsa05133:Pertussis,hsa05142:Chagas disease (American trypanosomiasis),hsa05145:Toxoplasmosis,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,hsa05200:Pathways in cancer,hsa05210:Colorectal cancer,hsa05212:Pancreatic cancer,hsa05231:Choline metabolism in cancer,
MAP2K2	mitogen-activated protein kinase kinase 2(MAP2K2)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04012:ErbB signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04022:cGMP-PKG signaling pathway,hsa04024:cAMP signaling pathway,hsa04066:HIF-1 signaling pathway,hsa04068:FoxO signaling pathway,hsa04071:Sphingolipid signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04270:Vascular smooth muscle contraction,hsa04370:VEGF signaling pathway,hsa04540:Gap junction,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04620:Toll-like receptor signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa04660:T cell receptor signaling pathway,hsa04662:B cell receptor signaling pathway,hsa04664:Fc epsilon RI signaling pathway,hsa04720:Long-term potentiation,hsa04722:Neurotrophin signaling pathway,hsa04730:Long-term depression,hsa04810:Regulation of actin cytoskeleton,hsa04910:Insulin signaling pathway,hsa04912:GnRH signaling pathway,hsa04915:Estrogen signaling pathway,hsa04916:Melanogenesis,hsa04917:Prolactin signaling pathway,hsa04919:Thyroid hormone signaling pathway,hsa04921:Oxytocin signaling pathway,hsa05020:Prion diseases,hsa05161:Hepatitis B,hsa05164:Influenza A,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05206:MicroRNAs in cancer,hsa05211:Renal cell carcinoma,hsa05213:Endometrial cancer,hsa05214:Glioma,hsa05215:Prostate cancer,hsa05216:Thyroid cancer,hsa05218:Melanoma,hsa05219:Bladder cancer,hsa05220:Chronic myeloid leukemia,hsa05221:Acute myeloid leukemia,hsa05223:Non-small cell lung cancer,hsa05230:Central carbon metabolism in cancer,hsa05231:Choline metabolism in cancer,
MAP3K11	mitogen-activated protein kinase kinase kinase 11(MAP3K11)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04932:Non-alcoholic fatty liver disease (NAFLD),
