ID	Gene Name	Species	KEGG_PATHWAY
FZD4	frizzled class receptor 4(FZD4)	Homo sapiens	hsa04310:Wnt signaling pathway,hsa04390:Hippo signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04916:Melanogenesis,hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05217:Basal cell carcinoma,
FZD5	frizzled class receptor 5(FZD5)	Homo sapiens	hsa04310:Wnt signaling pathway,hsa04390:Hippo signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04916:Melanogenesis,hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05217:Basal cell carcinoma,
FZD6	frizzled class receptor 6(FZD6)	Homo sapiens	hsa04310:Wnt signaling pathway,hsa04390:Hippo signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04916:Melanogenesis,hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05217:Basal cell carcinoma,
FZD7	frizzled class receptor 7(FZD7)	Homo sapiens	hsa04310:Wnt signaling pathway,hsa04390:Hippo signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04916:Melanogenesis,hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05217:Basal cell carcinoma,
FZD8	frizzled class receptor 8(FZD8)	Homo sapiens	hsa04310:Wnt signaling pathway,hsa04390:Hippo signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04916:Melanogenesis,hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05217:Basal cell carcinoma,
FZD9	frizzled class receptor 9(FZD9)	Homo sapiens	hsa04310:Wnt signaling pathway,hsa04390:Hippo signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04916:Melanogenesis,hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05217:Basal cell carcinoma,
GSTK1	glutathione S-transferase kappa 1(GSTK1)	Homo sapiens	hsa00480:Glutathione metabolism,hsa00980:Metabolism of xenobiotics by cytochrome P450,hsa00982:Drug metabolism - cytochrome P450,hsa04146:Peroxisome,hsa05204:Chemical carcinogenesis,
GLRA2	glycine receptor alpha 2(GLRA2)	Homo sapiens	hsa04080:Neuroactive ligand-receptor interaction,
GPC3	glypican 3(GPC3)	Homo sapiens	hsa05205:Proteoglycans in cancer,
GPC4	glypican 4(GPC4)	Homo sapiens	hsa04310:Wnt signaling pathway,
GAS1	growth arrest specific 1(GAS1)	Homo sapiens	hsa04340:Hedgehog signaling pathway,
HHIP	hedgehog interacting protein(HHIP)	Homo sapiens	hsa04024:cAMP signaling pathway,hsa04340:Hedgehog signaling pathway,hsa05200:Pathways in cancer,hsa05217:Basal cell carcinoma,
HGS	hepatocyte growth factor-regulated tyrosine kinase substrate(HGS)	Homo sapiens	hsa04144:Endocytosis,hsa04145:Phagosome,
HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1(HERPUD1)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,
IHH	indian hedgehog(IHH)	Homo sapiens	hsa04340:Hedgehog signaling pathway,
ILK	integrin linked kinase(ILK)	Homo sapiens	hsa03320:PPAR signaling pathway,hsa04510:Focal adhesion,hsa05100:Bacterial invasion of epithelial cells,hsa05213:Endometrial cancer,
JAG1	jagged 1(JAG1)	Homo sapiens	hsa04330:Notch signaling pathway,
JAG2	jagged 2(JAG2)	Homo sapiens	hsa04330:Notch signaling pathway,
KEAP1	kelch like ECH associated protein 1(KEAP1)	Homo sapiens	hsa04120:Ubiquitin mediated proteolysis,
LRRC4C	leucine rich repeat containing 4C(LRRC4C)	Homo sapiens	hsa04360:Axon guidance,hsa04514:Cell adhesion molecules (CAMs),
KMT2E	lysine methyltransferase 2E(KMT2E)	Homo sapiens	hsa00310:Lysine degradation,
MTCP1	mature T-cell proliferation 1(MTCP1)	Homo sapiens	hsa04151:PI3K-Akt signaling pathway,
MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like(MTHFD1L)	Homo sapiens	hsa00670:One carbon pool by folate,hsa01100:Metabolic pathways,
MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase(MTHFD2)	Homo sapiens	hsa00670:One carbon pool by folate,hsa01100:Metabolic pathways,
MTHFR	methylenetetrahydrofolate reductase(MTHFR)	Homo sapiens	hsa00670:One carbon pool by folate,hsa01100:Metabolic pathways,hsa01200:Carbon metabolism,
MTFMT	mitochondrial methionyl-tRNA formyltransferase(MTFMT)	Homo sapiens	hsa00670:One carbon pool by folate,hsa00970:Aminoacyl-tRNA biosynthesis,
MRPS18B	mitochondrial ribosomal protein S18B(MRPS18B)	Homo sapiens	hsa05203:Viral carcinogenesis,
MAP3K12	mitogen-activated protein kinase kinase kinase 12(MAP3K12)	Homo sapiens	hsa04010:MAPK signaling pathway,
MCOLN1	mucolipin 1(MCOLN1)	Homo sapiens	hsa04142:Lysosome,
MLF1	myeloid leukemia factor 1(MLF1)	Homo sapiens	hsa05202:Transcriptional misregulation in cancer,
MYBPC3	myosin binding protein C, cardiac(MYBPC3)	Homo sapiens	hsa05410:Hypertrophic cardiomyopathy (HCM),hsa05414:Dilated cardiomyopathy,
MYH2	myosin heavy chain 2(MYH2)	Homo sapiens	hsa04530:Tight junction,
MYL9	myosin light chain 9(MYL9)	Homo sapiens	hsa04022:cGMP-PKG signaling pathway,hsa04024:cAMP signaling pathway,hsa04270:Vascular smooth muscle contraction,hsa04510:Focal adhesion,hsa04530:Tight junction,hsa04670:Leukocyte transendothelial migration,hsa04810:Regulation of actin cytoskeleton,hsa04921:Oxytocin signaling pathway,
NKD1	naked cuticle homolog 1(NKD1)	Homo sapiens	hsa04310:Wnt signaling pathway,
NKD2	naked cuticle homolog 2(NKD2)	Homo sapiens	hsa04310:Wnt signaling pathway,
NPPA	natriuretic peptide A(NPPA)	Homo sapiens	hsa04066:HIF-1 signaling pathway,
NPPB	natriuretic peptide B(NPPB)	Homo sapiens	hsa04022:cGMP-PKG signaling pathway,
NEIL1	nei like DNA glycosylase 1(NEIL1)	Homo sapiens	hsa03410:Base excision repair,
NTN4	netrin 4(NTN4)	Homo sapiens	hsa04360:Axon guidance,
NEU4	neuraminidase 4(NEU4)	Homo sapiens	hsa00511:Other glycan degradation,hsa00600:Sphingolipid metabolism,
NBL1	neuroblastoma 1, DAN family BMP antagonist(NBL1)	Homo sapiens	hsa04350:TGF-beta signaling pathway,
NCSTN	nicastrin(NCSTN)	Homo sapiens	hsa04330:Notch signaling pathway,hsa05010:Alzheimer's disease,
NOS1AP	nitric oxide synthase 1 adaptor protein(NOS1AP)	Homo sapiens	hsa04713:Circadian entrainment,
NHEJ1	non-homologous end joining factor 1(NHEJ1)	Homo sapiens	hsa03450:Non-homologous end-joining,
NOTCH2	notch 2(NOTCH2)	Homo sapiens	hsa04320:Dorso-ventral axis formation,hsa04330:Notch signaling pathway,hsa04919:Thyroid hormone signaling pathway,hsa05206:MicroRNAs in cancer,
NOTCH3	notch 3(NOTCH3)	Homo sapiens	hsa04320:Dorso-ventral axis formation,hsa04330:Notch signaling pathway,hsa04919:Thyroid hormone signaling pathway,hsa05206:MicroRNAs in cancer,
NUDT9	nudix hydrolase 9(NUDT9)	Homo sapiens	hsa00230:Purine metabolism,
OTX1	orthodenticle homeobox 1(OTX1)	Homo sapiens	hsa04550:Signaling pathways regulating pluripotency of stem cells,
PARVA	parvin alpha(PARVA)	Homo sapiens	hsa04510:Focal adhesion,
PTCH2	patched 2(PTCH2)	Homo sapiens	hsa04340:Hedgehog signaling pathway,hsa05200:Pathways in cancer,hsa05217:Basal cell carcinoma,
PRPS1	phosphoribosyl pyrophosphate synthetase 1(PRPS1)	Homo sapiens	hsa00030:Pentose phosphate pathway,hsa00230:Purine metabolism,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,hsa01200:Carbon metabolism,hsa01230:Biosynthesis of amino acids,
PRPS2	phosphoribosyl pyrophosphate synthetase 2(PRPS2)	Homo sapiens	hsa00030:Pentose phosphate pathway,hsa00230:Purine metabolism,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,hsa01200:Carbon metabolism,hsa01230:Biosynthesis of amino acids,
PHYH	phytanoyl-CoA 2-hydroxylase(PHYH)	Homo sapiens	hsa04146:Peroxisome,
PARP2	poly(ADP-ribose) polymerase 2(PARP2)	Homo sapiens	hsa03410:Base excision repair,
PUF60	poly(U) binding splicing factor 60(PUF60)	Homo sapiens	hsa03040:Spliceosome,
PORCN	porcupine homolog (Drosophila)(PORCN)	Homo sapiens	hsa04310:Wnt signaling pathway,
KCNK3	potassium two pore domain channel subfamily K member 3(KCNK3)	Homo sapiens	hsa04925:Aldosterone synthesis and secretion,
KCND2	potassium voltage-gated channel subfamily D member 2(KCND2)	Homo sapiens	hsa04726:Serotonergic synapse,
PSEN1	presenilin 1(PSEN1)	Homo sapiens	hsa04310:Wnt signaling pathway,hsa04330:Notch signaling pathway,hsa04722:Neurotrophin signaling pathway,hsa05010:Alzheimer's disease,
PSEN2	presenilin 2(PSEN2)	Homo sapiens	hsa04330:Notch signaling pathway,hsa04722:Neurotrophin signaling pathway,hsa05010:Alzheimer's disease,
PSENEN	presenilin enhancer gamma-secretase subunit(PSENEN)	Homo sapiens	hsa04330:Notch signaling pathway,hsa05010:Alzheimer's disease,
PRICKLE1	prickle planar cell polarity protein 1(PRICKLE1)	Homo sapiens	hsa04310:Wnt signaling pathway,
PRICKLE2	prickle planar cell polarity protein 2(PRICKLE2)	Homo sapiens	hsa04310:Wnt signaling pathway,
POFUT1	protein O-fucosyltransferase 1(POFUT1)	Homo sapiens	hsa00514:Other types of O-glycan biosynthesis,
PTPRN	protein tyrosine phosphatase, receptor type N(PTPRN)	Homo sapiens	hsa04940:Type I diabetes mellitus,
PTPRN2	protein tyrosine phosphatase, receptor type N2(PTPRN2)	Homo sapiens	hsa04940:Type I diabetes mellitus,
QPRT	quinolinate phosphoribosyltransferase(QPRT)	Homo sapiens	hsa00760:Nicotinate and nicotinamide metabolism,hsa01100:Metabolic pathways,
RASD1	ras related dexamethasone induced 1(RASD1)	Homo sapiens	hsa04713:Circadian entrainment,
RBPJL	recombination signal binding protein for immunoglobulin kappa J region like(RBPJL)	Homo sapiens	hsa04330:Notch signaling pathway,hsa05169:Epstein-Barr virus infection,hsa05203:Viral carcinogenesis,
REN	renin(REN)	Homo sapiens	hsa04614:Renin-angiotensin system,hsa04924:Renin secretion,
RDH5	retinol dehydrogenase 5(RDH5)	Homo sapiens	hsa00830:Retinol metabolism,
RBKS	ribokinase(RBKS)	Homo sapiens	hsa00030:Pentose phosphate pathway,
RPP14	ribonuclease P/MRP subunit p14(RPP14)	Homo sapiens	hsa03013:RNA transport,
RPP25	ribonuclease P/MRP subunit p25(RPP25)	Homo sapiens	hsa03008:Ribosome biogenesis in eukaryotes,hsa03013:RNA transport,
RPP38	ribonuclease P/MRP subunit p38(RPP38)	Homo sapiens	hsa03008:Ribosome biogenesis in eukaryotes,hsa03013:RNA transport,
RPP40	ribonuclease P/MRP subunit p40(RPP40)	Homo sapiens	hsa03008:Ribosome biogenesis in eukaryotes,hsa03013:RNA transport,
RPIA	ribose 5-phosphate isomerase A(RPIA)	Homo sapiens	hsa00030:Pentose phosphate pathway,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,hsa01200:Carbon metabolism,hsa01230:Biosynthesis of amino acids,
SFRP1	secreted frizzled related protein 1(SFRP1)	Homo sapiens	hsa04310:Wnt signaling pathway,
SFRP2	secreted frizzled related protein 2(SFRP2)	Homo sapiens	hsa04310:Wnt signaling pathway,
SFRP4	secreted frizzled related protein 4(SFRP4)	Homo sapiens	hsa04310:Wnt signaling pathway,
SFRP5	secreted frizzled related protein 5(SFRP5)	Homo sapiens	hsa04310:Wnt signaling pathway,
SPR	sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)(SPR)	Homo sapiens	hsa00790:Folate biosynthesis,hsa01100:Metabolic pathways,
SPINT1	serine peptidase inhibitor, Kunitz type 1(SPINT1)	Homo sapiens	hsa05202:Transcriptional misregulation in cancer,
SESN2	sestrin 2(SESN2)	Homo sapiens	hsa04115:p53 signaling pathway,
SIRPB1	signal regulatory protein beta 1(SIRPB1)	Homo sapiens	hsa04380:Osteoclast differentiation,
SIRPG	signal regulatory protein gamma(SIRPG)	Homo sapiens	hsa04380:Osteoclast differentiation,
SSR1	signal sequence receptor subunit 1(SSR1)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,
SSR2	signal sequence receptor subunit 2(SSR2)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,
SSR3	signal sequence receptor subunit 3(SSR3)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,
SMUG1	single-strand-selective monofunctional uracil-DNA glycosylase 1(SMUG1)	Homo sapiens	hsa03410:Base excision repair,
SLC1A1	solute carrier family 1 member 1(SLC1A1)	Homo sapiens	hsa04724:Glutamatergic synapse,hsa04974:Protein digestion and absorption,
SLC25A10	solute carrier family 25 member 10(SLC25A10)	Homo sapiens	hsa04964:Proximal tubule bicarbonate reclamation,
SLC27A4	solute carrier family 27 member 4(SLC27A4)	Homo sapiens	hsa03320:PPAR signaling pathway,hsa04931:Insulin resistance,
SLC52A3	solute carrier family 52 member 3(SLC52A3)	Homo sapiens	hsa04977:Vitamin digestion and absorption,
SLC9A1	solute carrier family 9 member A1(SLC9A1)	Homo sapiens	hsa04024:cAMP signaling pathway,hsa04260:Cardiac muscle contraction,hsa04261:Adrenergic signaling in cardiomyocytes,hsa04810:Regulation of actin cytoskeleton,hsa04919:Thyroid hormone signaling pathway,hsa04970:Salivary secretion,hsa04971:Gastric acid secretion,hsa04972:Pancreatic secretion,hsa04976:Bile secretion,hsa05205:Proteoglycans in cancer,
SHH	sonic hedgehog(SHH)	Homo sapiens	hsa04340:Hedgehog signaling pathway,hsa05200:Pathways in cancer,hsa05217:Basal cell carcinoma,
SPG21	spastic paraplegia 21 (autosomal recessive, Mast syndrome)(SPG21)	Homo sapiens	hsa04144:Endocytosis,
SMPD4	sphingomyelin phosphodiesterase 4(SMPD4)	Homo sapiens	hsa00600:Sphingolipid metabolism,hsa01100:Metabolic pathways,
STIM1	stromal interaction molecule 1(STIM1)	Homo sapiens	hsa04020:Calcium signaling pathway,hsa04611:Platelet activation,
STIM2	stromal interaction molecule 2(STIM2)	Homo sapiens	hsa04020:Calcium signaling pathway,
STX18	syntaxin 18(STX18)	Homo sapiens	hsa04130:SNARE interactions in vesicular transport,hsa04145:Phagosome,
TXNRD2	thioredoxin reductase 2(TXNRD2)	Homo sapiens	hsa00240:Pyrimidine metabolism,hsa00450:Selenocompound metabolism,
TREX1	three prime repair exonuclease 1(TREX1)	Homo sapiens	hsa04623:Cytosolic DNA-sensing pathway,
TMSB4Y	thymosin beta 4, Y-linked(TMSB4Y)	Homo sapiens	hsa04810:Regulation of actin cytoskeleton,
TRIP6	thyroid hormone receptor interactor 6(TRIP6)	Homo sapiens	hsa04621:NOD-like receptor signaling pathway,
TOLLIP	toll interacting protein(TOLLIP)	Homo sapiens	hsa04620:Toll-like receptor signaling pathway,
TOP3B	topoisomerase (DNA) III beta(TOP3B)	Homo sapiens	hsa03440:Homologous recombination,hsa03460:Fanconi anemia pathway,
TOB2	transducer of ERBB2, 2(TOB2)	Homo sapiens	hsa03018:RNA degradation,
TRPV5	transient receptor potential cation channel subfamily V member 5(TRPV5)	Homo sapiens	hsa04961:Endocrine and other factor-regulated calcium reabsorption,
TRPV6	transient receptor potential cation channel subfamily V member 6(TRPV6)	Homo sapiens	hsa04970:Salivary secretion,hsa04978:Mineral absorption,
TRIM37	tripartite motif containing 37(TRIM37)	Homo sapiens	hsa04120:Ubiquitin mediated proteolysis,
TPM4	tropomyosin 4(TPM4)	Homo sapiens	hsa04260:Cardiac muscle contraction,hsa04261:Adrenergic signaling in cardiomyocytes,hsa05410:Hypertrophic cardiomyopathy (HCM),hsa05414:Dilated cardiomyopathy,
TNNI3	troponin I3, cardiac type(TNNI3)	Homo sapiens	hsa04024:cAMP signaling pathway,hsa04260:Cardiac muscle contraction,hsa04261:Adrenergic signaling in cardiomyocytes,hsa05410:Hypertrophic cardiomyopathy (HCM),hsa05414:Dilated cardiomyopathy,
TNNT2	troponin T2, cardiac type(TNNT2)	Homo sapiens	hsa04260:Cardiac muscle contraction,hsa04261:Adrenergic signaling in cardiomyocytes,hsa05410:Hypertrophic cardiomyopathy (HCM),hsa05414:Dilated cardiomyopathy,
UBQLN4	ubiquilin 4(UBQLN4)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,
UBE2Z	ubiquitin conjugating enzyme E2 Z(UBE2Z)	Homo sapiens	hsa04120:Ubiquitin mediated proteolysis,
UBR4	ubiquitin protein ligase E3 component n-recognin 4(UBR4)	Homo sapiens	hsa05203:Viral carcinogenesis,
UCK2	uridine-cytidine kinase 2(UCK2)	Homo sapiens	hsa00240:Pyrimidine metabolism,hsa00983:Drug metabolism - other enzymes,hsa01100:Metabolic pathways,
VAMP2	vesicle associated membrane protein 2(VAMP2)	Homo sapiens	hsa04130:SNARE interactions in vesicular transport,hsa04721:Synaptic vesicle cycle,hsa04911:Insulin secretion,hsa04962:Vasopressin-regulated water reabsorption,hsa04970:Salivary secretion,
VTA1	vesicle trafficking 1(VTA1)	Homo sapiens	hsa04144:Endocytosis,
