ID	Gene Name	Species	KEGG_PATHWAY
CSF3	colony stimulating factor 3(CSF3)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04151:PI3K-Akt signaling pathway,hsa04630:Jak-STAT signaling pathway,hsa04640:Hematopoietic cell lineage,hsa05144:Malaria,
CRHR2	corticotropin releasing hormone receptor 2(CRHR2)	Homo sapiens	hsa04080:Neuroactive ligand-receptor interaction,
CUL7	cullin 7(CUL7)	Homo sapiens	hsa04120:Ubiquitin mediated proteolysis,
CYP7A1	cytochrome P450 family 7 subfamily A member 1(CYP7A1)	Homo sapiens	hsa00120:Primary bile acid biosynthesis,hsa00140:Steroid hormone biosynthesis,hsa01100:Metabolic pathways,hsa03320:PPAR signaling pathway,hsa04976:Bile secretion,
CISH	cytokine inducible SH2 containing protein(CISH)	Homo sapiens	hsa04630:Jak-STAT signaling pathway,hsa04917:Prolactin signaling pathway,
CRLF2	cytokine receptor-like factor 2(CRLF2)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04630:Jak-STAT signaling pathway,
CTLA4	cytotoxic T-lymphocyte associated protein 4(CTLA4)	Homo sapiens	hsa04514:Cell adhesion molecules (CAMs),hsa04660:T cell receptor signaling pathway,hsa05320:Autoimmune thyroid disease,hsa05323:Rheumatoid arthritis,
DOCK1	dedicator of cytokinesis 1(DOCK1)	Homo sapiens	hsa04510:Focal adhesion,hsa04810:Regulation of actin cytoskeleton,hsa05100:Bacterial invasion of epithelial cells,hsa05131:Shigellosis,
DGAT1	diacylglycerol O-acyltransferase 1(DGAT1)	Homo sapiens	hsa00561:Glycerolipid metabolism,hsa00830:Retinol metabolism,hsa01100:Metabolic pathways,hsa04975:Fat digestion and absorption,
DGKA	diacylglycerol kinase alpha(DGKA)	Homo sapiens	hsa00561:Glycerolipid metabolism,hsa00564:Glycerophospholipid metabolism,hsa01100:Metabolic pathways,hsa04070:Phosphatidylinositol signaling system,hsa05231:Choline metabolism in cancer,
DGKB	diacylglycerol kinase beta(DGKB)	Homo sapiens	hsa00561:Glycerolipid metabolism,hsa00564:Glycerophospholipid metabolism,hsa01100:Metabolic pathways,hsa04070:Phosphatidylinositol signaling system,hsa05231:Choline metabolism in cancer,
DGKD	diacylglycerol kinase delta(DGKD)	Homo sapiens	hsa00561:Glycerolipid metabolism,hsa00564:Glycerophospholipid metabolism,hsa01100:Metabolic pathways,hsa04070:Phosphatidylinositol signaling system,hsa05231:Choline metabolism in cancer,
DGKE	diacylglycerol kinase epsilon(DGKE)	Homo sapiens	hsa00561:Glycerolipid metabolism,hsa00564:Glycerophospholipid metabolism,hsa01100:Metabolic pathways,hsa04070:Phosphatidylinositol signaling system,hsa05231:Choline metabolism in cancer,
DGKH	diacylglycerol kinase eta(DGKH)	Homo sapiens	hsa00561:Glycerolipid metabolism,hsa00564:Glycerophospholipid metabolism,hsa01100:Metabolic pathways,hsa04070:Phosphatidylinositol signaling system,hsa05231:Choline metabolism in cancer,
DGKI	diacylglycerol kinase iota(DGKI)	Homo sapiens	hsa00561:Glycerolipid metabolism,hsa00564:Glycerophospholipid metabolism,hsa01100:Metabolic pathways,hsa04070:Phosphatidylinositol signaling system,hsa05231:Choline metabolism in cancer,
DGKQ	diacylglycerol kinase theta(DGKQ)	Homo sapiens	hsa00561:Glycerolipid metabolism,hsa00564:Glycerophospholipid metabolism,hsa01100:Metabolic pathways,hsa04070:Phosphatidylinositol signaling system,hsa05231:Choline metabolism in cancer,
DGKZ	diacylglycerol kinase zeta(DGKZ)	Homo sapiens	hsa00561:Glycerolipid metabolism,hsa00564:Glycerophospholipid metabolism,hsa01100:Metabolic pathways,hsa04070:Phosphatidylinositol signaling system,hsa05231:Choline metabolism in cancer,
DPYSL2	dihydropyrimidinase like 2(DPYSL2)	Homo sapiens	hsa04360:Axon guidance,
DPYSL5	dihydropyrimidinase like 5(DPYSL5)	Homo sapiens	hsa04360:Axon guidance,
DPYS	dihydropyrimidinase(DPYS)	Homo sapiens	hsa00240:Pyrimidine metabolism,hsa00410:beta-Alanine metabolism,hsa00770:Pantothenate and CoA biosynthesis,hsa00983:Drug metabolism - other enzymes,hsa01100:Metabolic pathways,
ERLEC1	endoplasmic reticulum lectin 1(ERLEC1)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,
EGF	epidermal growth factor(EGF)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04012:ErbB signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04060:Cytokine-cytokine receptor interaction,hsa04066:HIF-1 signaling pathway,hsa04068:FoxO signaling pathway,hsa04144:Endocytosis,hsa04151:PI3K-Akt signaling pathway,hsa04510:Focal adhesion,hsa04540:Gap junction,hsa04810:Regulation of actin cytoskeleton,hsa05160:Hepatitis C,hsa05200:Pathways in cancer,hsa05212:Pancreatic cancer,hsa05213:Endometrial cancer,hsa05214:Glioma,hsa05215:Prostate cancer,hsa05218:Melanoma,hsa05219:Bladder cancer,hsa05223:Non-small cell lung cancer,hsa05231:Choline metabolism in cancer,
EREG	epiregulin(EREG)	Homo sapiens	hsa04012:ErbB signaling pathway,
ERBB2	erb-b2 receptor tyrosine kinase 2(ERBB2)	Homo sapiens	hsa04012:ErbB signaling pathway,hsa04020:Calcium signaling pathway,hsa04066:HIF-1 signaling pathway,hsa04510:Focal adhesion,hsa04520:Adherens junction,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05206:MicroRNAs in cancer,hsa05212:Pancreatic cancer,hsa05213:Endometrial cancer,hsa05215:Prostate cancer,hsa05219:Bladder cancer,hsa05223:Non-small cell lung cancer,hsa05230:Central carbon metabolism in cancer,
ERBB3	erb-b2 receptor tyrosine kinase 3(ERBB3)	Homo sapiens	hsa04012:ErbB signaling pathway,hsa04020:Calcium signaling pathway,hsa04144:Endocytosis,hsa05205:Proteoglycans in cancer,hsa05206:MicroRNAs in cancer,
ERBB4	erb-b2 receptor tyrosine kinase 4(ERBB4)	Homo sapiens	hsa04012:ErbB signaling pathway,hsa04020:Calcium signaling pathway,hsa04144:Endocytosis,hsa05205:Proteoglycans in cancer,
EPOR	erythropoietin receptor(EPOR)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04151:PI3K-Akt signaling pathway,hsa04630:Jak-STAT signaling pathway,hsa04640:Hematopoietic cell lineage,
EPO	erythropoietin(EPO)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04066:HIF-1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04630:Jak-STAT signaling pathway,hsa04640:Hematopoietic cell lineage,
FGF1	fibroblast growth factor 1(FGF1)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04390:Hippo signaling pathway,hsa04810:Regulation of actin cytoskeleton,hsa05200:Pathways in cancer,hsa05218:Melanoma,
FGF10	fibroblast growth factor 10(FGF10)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04810:Regulation of actin cytoskeleton,hsa05200:Pathways in cancer,hsa05218:Melanoma,
FGF11	fibroblast growth factor 11(FGF11)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04810:Regulation of actin cytoskeleton,hsa05200:Pathways in cancer,hsa05218:Melanoma,
FGF12	fibroblast growth factor 12(FGF12)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04810:Regulation of actin cytoskeleton,hsa05200:Pathways in cancer,hsa05218:Melanoma,
FGF13	fibroblast growth factor 13(FGF13)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04810:Regulation of actin cytoskeleton,hsa05200:Pathways in cancer,hsa05218:Melanoma,
FGF14	fibroblast growth factor 14(FGF14)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04810:Regulation of actin cytoskeleton,hsa05200:Pathways in cancer,hsa05218:Melanoma,
FGF17	fibroblast growth factor 17(FGF17)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04810:Regulation of actin cytoskeleton,hsa05200:Pathways in cancer,hsa05218:Melanoma,
FGF18	fibroblast growth factor 18(FGF18)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04810:Regulation of actin cytoskeleton,hsa05200:Pathways in cancer,hsa05218:Melanoma,
FGF19	fibroblast growth factor 19(FGF19)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04810:Regulation of actin cytoskeleton,hsa05200:Pathways in cancer,hsa05218:Melanoma,
FGF20	fibroblast growth factor 20(FGF20)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04810:Regulation of actin cytoskeleton,hsa05200:Pathways in cancer,hsa05218:Melanoma,
FGF21	fibroblast growth factor 21(FGF21)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04810:Regulation of actin cytoskeleton,hsa05200:Pathways in cancer,hsa05218:Melanoma,
FGF22	fibroblast growth factor 22(FGF22)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04810:Regulation of actin cytoskeleton,hsa05200:Pathways in cancer,hsa05218:Melanoma,
FGF23	fibroblast growth factor 23(FGF23)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04810:Regulation of actin cytoskeleton,hsa05200:Pathways in cancer,hsa05218:Melanoma,
FGF3	fibroblast growth factor 3(FGF3)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04810:Regulation of actin cytoskeleton,hsa05200:Pathways in cancer,hsa05218:Melanoma,
FGF4	fibroblast growth factor 4(FGF4)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04810:Regulation of actin cytoskeleton,hsa05200:Pathways in cancer,hsa05218:Melanoma,
FGF5	fibroblast growth factor 5(FGF5)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04810:Regulation of actin cytoskeleton,hsa05200:Pathways in cancer,hsa05218:Melanoma,
FGF6	fibroblast growth factor 6(FGF6)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04810:Regulation of actin cytoskeleton,hsa05200:Pathways in cancer,hsa05218:Melanoma,
FGF7	fibroblast growth factor 7(FGF7)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04810:Regulation of actin cytoskeleton,hsa05200:Pathways in cancer,hsa05218:Melanoma,
FGF8	fibroblast growth factor 8(FGF8)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04810:Regulation of actin cytoskeleton,hsa05200:Pathways in cancer,hsa05218:Melanoma,
FGF9	fibroblast growth factor 9(FGF9)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04810:Regulation of actin cytoskeleton,hsa05200:Pathways in cancer,hsa05218:Melanoma,
FGFR2	fibroblast growth factor receptor 2(FGFR2)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04144:Endocytosis,hsa04151:PI3K-Akt signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04810:Regulation of actin cytoskeleton,hsa05200:Pathways in cancer,hsa05215:Prostate cancer,hsa05230:Central carbon metabolism in cancer,
FGFR3	fibroblast growth factor receptor 3(FGFR3)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04144:Endocytosis,hsa04151:PI3K-Akt signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04810:Regulation of actin cytoskeleton,hsa05200:Pathways in cancer,hsa05206:MicroRNAs in cancer,hsa05219:Bladder cancer,hsa05230:Central carbon metabolism in cancer,
FGFR4	fibroblast growth factor receptor 4(FGFR4)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04144:Endocytosis,hsa04151:PI3K-Akt signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04810:Regulation of actin cytoskeleton,
FLT1	fms related tyrosine kinase 1(FLT1)	Homo sapiens	hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04060:Cytokine-cytokine receptor interaction,hsa04066:HIF-1 signaling pathway,hsa04144:Endocytosis,hsa04151:PI3K-Akt signaling pathway,hsa04510:Focal adhesion,hsa05202:Transcriptional misregulation in cancer,hsa05323:Rheumatoid arthritis,
FLT3LG	fms related tyrosine kinase 3 ligand(FLT3LG)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04640:Hematopoietic cell lineage,hsa05200:Pathways in cancer,
FLT3	fms related tyrosine kinase 3(FLT3)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04640:Hematopoietic cell lineage,hsa05200:Pathways in cancer,hsa05202:Transcriptional misregulation in cancer,hsa05221:Acute myeloid leukemia,hsa05230:Central carbon metabolism in cancer,
FLT4	fms related tyrosine kinase 4(FLT4)	Homo sapiens	hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04060:Cytokine-cytokine receptor interaction,hsa04151:PI3K-Akt signaling pathway,hsa04510:Focal adhesion,
FOXA3	forkhead box A3(FOXA3)	Homo sapiens	hsa04950:Maturity onset diabetes of the young,
GHR	growth hormone receptor(GHR)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04080:Neuroactive ligand-receptor interaction,hsa04151:PI3K-Akt signaling pathway,hsa04630:Jak-STAT signaling pathway,
HGF	hepatocyte growth factor(HGF)	Homo sapiens	hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04060:Cytokine-cytokine receptor interaction,hsa04151:PI3K-Akt signaling pathway,hsa04510:Focal adhesion,hsa05144:Malaria,hsa05200:Pathways in cancer,hsa05205:Proteoglycans in cancer,hsa05211:Renal cell carcinoma,hsa05218:Melanoma,
IPMK	inositol polyphosphate multikinase(IPMK)	Homo sapiens	hsa00562:Inositol phosphate metabolism,hsa01100:Metabolic pathways,hsa04070:Phosphatidylinositol signaling system,
INPP1	inositol polyphosphate-1-phosphatase(INPP1)	Homo sapiens	hsa00562:Inositol phosphate metabolism,hsa01100:Metabolic pathways,hsa04070:Phosphatidylinositol signaling system,
INPP5A	inositol polyphosphate-5-phosphatase A(INPP5A)	Homo sapiens	hsa00562:Inositol phosphate metabolism,hsa01100:Metabolic pathways,hsa04070:Phosphatidylinositol signaling system,
INPP5E	inositol polyphosphate-5-phosphatase E(INPP5E)	Homo sapiens	hsa00562:Inositol phosphate metabolism,hsa01100:Metabolic pathways,hsa04070:Phosphatidylinositol signaling system,
INPP5J	inositol polyphosphate-5-phosphatase J(INPP5J)	Homo sapiens	hsa00562:Inositol phosphate metabolism,hsa01100:Metabolic pathways,hsa04070:Phosphatidylinositol signaling system,
INPP5K	inositol polyphosphate-5-phosphatase K(INPP5K)	Homo sapiens	hsa00562:Inositol phosphate metabolism,hsa01100:Metabolic pathways,hsa04070:Phosphatidylinositol signaling system,
IGF1	insulin like growth factor 1(IGF1)	Homo sapiens	hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04066:HIF-1 signaling pathway,hsa04068:FoxO signaling pathway,hsa04114:Oocyte meiosis,hsa04115:p53 signaling pathway,hsa04150:mTOR signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04152:AMPK signaling pathway,hsa04510:Focal adhesion,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa04730:Long-term depression,hsa04750:Inflammatory mediator regulation of TRP channels,hsa04913:Ovarian steroidogenesis,hsa04914:Progesterone-mediated oocyte maturation,hsa04960:Aldosterone-regulated sodium reabsorption,hsa05200:Pathways in cancer,hsa05202:Transcriptional misregulation in cancer,hsa05205:Proteoglycans in cancer,hsa05214:Glioma,hsa05215:Prostate cancer,hsa05218:Melanoma,hsa05410:Hypertrophic cardiomyopathy (HCM),hsa05414:Dilated cardiomyopathy,
IFNA1	interferon alpha 1(IFNA1)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04140:Regulation of autophagy,hsa04151:PI3K-Akt signaling pathway,hsa04620:Toll-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05320:Autoimmune thyroid disease,
IFNA10	interferon alpha 10(IFNA10)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04140:Regulation of autophagy,hsa04151:PI3K-Akt signaling pathway,hsa04620:Toll-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05320:Autoimmune thyroid disease,
IFNA16	interferon alpha 16(IFNA16)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04140:Regulation of autophagy,hsa04151:PI3K-Akt signaling pathway,hsa04620:Toll-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05320:Autoimmune thyroid disease,
IFNA2	interferon alpha 2(IFNA2)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04140:Regulation of autophagy,hsa04151:PI3K-Akt signaling pathway,hsa04620:Toll-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05320:Autoimmune thyroid disease,
IFNA21	interferon alpha 21(IFNA21)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04140:Regulation of autophagy,hsa04151:PI3K-Akt signaling pathway,hsa04620:Toll-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05320:Autoimmune thyroid disease,
IFNA5	interferon alpha 5(IFNA5)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04140:Regulation of autophagy,hsa04151:PI3K-Akt signaling pathway,hsa04620:Toll-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05320:Autoimmune thyroid disease,
IFNA6	interferon alpha 6(IFNA6)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04140:Regulation of autophagy,hsa04151:PI3K-Akt signaling pathway,hsa04620:Toll-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05320:Autoimmune thyroid disease,
IFNA8	interferon alpha 8(IFNA8)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04140:Regulation of autophagy,hsa04151:PI3K-Akt signaling pathway,hsa04620:Toll-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05320:Autoimmune thyroid disease,
IFNAR1	interferon alpha and beta receptor subunit 1(IFNAR1)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04151:PI3K-Akt signaling pathway,hsa04380:Osteoclast differentiation,hsa04620:Toll-like receptor signaling pathway,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,
IFNAR2	interferon alpha and beta receptor subunit 2(IFNAR2)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04151:PI3K-Akt signaling pathway,hsa04380:Osteoclast differentiation,hsa04620:Toll-like receptor signaling pathway,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa05160:Hepatitis C,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,
IFNB1	interferon beta 1(IFNB1)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04151:PI3K-Akt signaling pathway,hsa04380:Osteoclast differentiation,hsa04620:Toll-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa05142:Chagas disease (American trypanosomiasis),hsa05152:Tuberculosis,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,
IFNE	interferon epsilon(IFNE)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04622:RIG-I-like receptor signaling pathway,hsa04630:Jak-STAT signaling pathway,
IFNGR1	interferon gamma receptor 1(IFNGR1)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04066:HIF-1 signaling pathway,hsa04380:Osteoclast differentiation,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa05132:Salmonella infection,hsa05140:Leishmaniasis,hsa05142:Chagas disease (American trypanosomiasis),hsa05145:Toxoplasmosis,hsa05152:Tuberculosis,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05321:Inflammatory bowel disease (IBD),
IFNGR2	interferon gamma receptor 2 (interferon gamma transducer 1)(IFNGR2)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04066:HIF-1 signaling pathway,hsa04380:Osteoclast differentiation,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa05132:Salmonella infection,hsa05140:Leishmaniasis,hsa05142:Chagas disease (American trypanosomiasis),hsa05145:Toxoplasmosis,hsa05152:Tuberculosis,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05321:Inflammatory bowel disease (IBD),
IFNG	interferon gamma(IFNG)	Homo sapiens	hsa03050:Proteasome,hsa04060:Cytokine-cytokine receptor interaction,hsa04066:HIF-1 signaling pathway,hsa04140:Regulation of autophagy,hsa04350:TGF-beta signaling pathway,hsa04380:Osteoclast differentiation,hsa04612:Antigen processing and presentation,hsa04630:Jak-STAT signaling pathway,hsa04650:Natural killer cell mediated cytotoxicity,hsa04660:T cell receptor signaling pathway,hsa04940:Type I diabetes mellitus,hsa05132:Salmonella infection,hsa05140:Leishmaniasis,hsa05142:Chagas disease (American trypanosomiasis),hsa05143:African trypanosomiasis,hsa05144:Malaria,hsa05145:Toxoplasmosis,hsa05146:Amoebiasis,hsa05152:Tuberculosis,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,hsa05321:Inflammatory bowel disease (IBD),hsa05322:Systemic lupus erythematosus,hsa05323:Rheumatoid arthritis,hsa05330:Allograft rejection,hsa05332:Graft-versus-host disease,
IFNK	interferon kappa(IFNK)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04622:RIG-I-like receptor signaling pathway,hsa04630:Jak-STAT signaling pathway,
IFNL1	interferon lambda 1(IFNL1)	Homo sapiens	hsa04630:Jak-STAT signaling pathway,
IFNL2	interferon lambda 2(IFNL2)	Homo sapiens	hsa04630:Jak-STAT signaling pathway,
IFNL3	interferon lambda 3(IFNL3)	Homo sapiens	hsa04630:Jak-STAT signaling pathway,
IFNLR1	interferon lambda receptor 1(IFNLR1)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04630:Jak-STAT signaling pathway,
IFNW1	interferon omega 1(IFNW1)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04622:RIG-I-like receptor signaling pathway,hsa04630:Jak-STAT signaling pathway,
IRF3	interferon regulatory factor 3(IRF3)	Homo sapiens	hsa04620:Toll-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa05133:Pertussis,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,hsa05203:Viral carcinogenesis,
