ID	Gene Name	Species	KEGG_PATHWAY
SMAD3	SMAD family member 3(SMAD3)	Ficedula albicollis	fab04068:FoxO signaling pathway,fab04110:Cell cycle,fab04144:Endocytosis,fab04350:TGF-beta signaling pathway,fab04520:Adherens junction,
SMAD3	SMAD family member 3(SMAD3)	Ornithorhynchus anatinus	oaa04068:FoxO signaling pathway,oaa04110:Cell cycle,oaa04144:Endocytosis,oaa04350:TGF-beta signaling pathway,oaa04390:Hippo signaling pathway,oaa04520:Adherens junction,oaa04550:Signaling pathways regulating pluripotency of stem cells,oaa05142:Chagas disease (American trypanosomiasis),oaa05166:HTLV-I infection,oaa05200:Pathways in cancer,oaa05210:Colorectal cancer,oaa05212:Pancreatic cancer,oaa05321:Inflammatory bowel disease (IBD),
SMAD3	SMAD family member 3(SMAD3)	Equus caballus	ecb04068:FoxO signaling pathway,ecb04110:Cell cycle,ecb04144:Endocytosis,ecb04350:TGF-beta signaling pathway,ecb04390:Hippo signaling pathway,ecb04520:Adherens junction,ecb04550:Signaling pathways regulating pluripotency of stem cells,ecb05142:Chagas disease (American trypanosomiasis),ecb05166:HTLV-I infection,ecb05200:Pathways in cancer,ecb05210:Colorectal cancer,ecb05212:Pancreatic cancer,ecb05321:Inflammatory bowel disease (IBD),
SMAD3	SMAD family member 3(SMAD3)	Pan troglodytes	ptr04068:FoxO signaling pathway,ptr04110:Cell cycle,ptr04144:Endocytosis,ptr04350:TGF-beta signaling pathway,ptr04390:Hippo signaling pathway,ptr04520:Adherens junction,ptr04550:Signaling pathways regulating pluripotency of stem cells,ptr05142:Chagas disease (American trypanosomiasis),ptr05166:HTLV-I infection,ptr05200:Pathways in cancer,ptr05210:Colorectal cancer,ptr05212:Pancreatic cancer,ptr05321:Inflammatory bowel disease (IBD),
SMAD3	SMAD family member 3(SMAD3)	Macaca fascicularis	mcf04068:FoxO signaling pathway,mcf04110:Cell cycle,mcf04144:Endocytosis,mcf04350:TGF-beta signaling pathway,mcf04390:Hippo signaling pathway,mcf04520:Adherens junction,mcf04550:Signaling pathways regulating pluripotency of stem cells,mcf05142:Chagas disease (American trypanosomiasis),mcf05166:HTLV-I infection,mcf05200:Pathways in cancer,mcf05210:Colorectal cancer,mcf05212:Pancreatic cancer,mcf05321:Inflammatory bowel disease (IBD),
SMAD3	SMAD family member 3(SMAD3)	Taeniopygia guttata	tgu04068:FoxO signaling pathway,tgu04110:Cell cycle,tgu04144:Endocytosis,tgu04350:TGF-beta signaling pathway,tgu04520:Adherens junction,
SMAD3	SMAD family member 3(SMAD3)	Columba livia	clv04068:FoxO signaling pathway,clv04110:Cell cycle,clv04144:Endocytosis,clv04350:TGF-beta signaling pathway,clv04520:Adherens junction,
SMAD3	SMAD family member 3(SMAD3)	Homo sapiens	hsa04068:FoxO signaling pathway,hsa04110:Cell cycle,hsa04144:Endocytosis,hsa04350:TGF-beta signaling pathway,hsa04390:Hippo signaling pathway,hsa04520:Adherens junction,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa05142:Chagas disease (American trypanosomiasis),hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05210:Colorectal cancer,hsa05212:Pancreatic cancer,hsa05321:Inflammatory bowel disease (IBD),
SMAD3	SMAD family member 3(SMAD3)	Sus scrofa	ssc04068:FoxO signaling pathway,ssc04110:Cell cycle,ssc04144:Endocytosis,ssc04350:TGF-beta signaling pathway,ssc04390:Hippo signaling pathway,ssc04520:Adherens junction,ssc04550:Signaling pathways regulating pluripotency of stem cells,ssc05142:Chagas disease (American trypanosomiasis),ssc05166:HTLV-I infection,ssc05200:Pathways in cancer,ssc05210:Colorectal cancer,ssc05212:Pancreatic cancer,ssc05321:Inflammatory bowel disease (IBD),
SMAD3	SMAD family member 3(SMAD3)	Gallus gallus	gga04068:FoxO signaling pathway,gga04110:Cell cycle,gga04144:Endocytosis,gga04350:TGF-beta signaling pathway,gga04520:Adherens junction,
SMAD3	SMAD family member 3(SMAD3)	Pantholops hodgsonii	phd04068:FoxO signaling pathway,phd04110:Cell cycle,phd04144:Endocytosis,phd04350:TGF-beta signaling pathway,phd04390:Hippo signaling pathway,phd04520:Adherens junction,phd04550:Signaling pathways regulating pluripotency of stem cells,phd05142:Chagas disease (American trypanosomiasis),phd05166:HTLV-I infection,phd05200:Pathways in cancer,phd05210:Colorectal cancer,phd05212:Pancreatic cancer,phd05321:Inflammatory bowel disease (IBD),
SMAD3	SMAD family member 3(SMAD3)	Ovis aries	oas04068:FoxO signaling pathway,oas04110:Cell cycle,oas04144:Endocytosis,oas04350:TGF-beta signaling pathway,oas04390:Hippo signaling pathway,oas04520:Adherens junction,oas04550:Signaling pathways regulating pluripotency of stem cells,oas05142:Chagas disease (American trypanosomiasis),oas05166:HTLV-I infection,oas05200:Pathways in cancer,oas05210:Colorectal cancer,oas05212:Pancreatic cancer,oas05321:Inflammatory bowel disease (IBD),
SMAD3	SMAD family member 3(SMAD3)	Panthera tigris altaica	ptg04068:FoxO signaling pathway,ptg04110:Cell cycle,ptg04144:Endocytosis,ptg04350:TGF-beta signaling pathway,ptg04390:Hippo signaling pathway,ptg04520:Adherens junction,ptg04550:Signaling pathways regulating pluripotency of stem cells,ptg05142:Chagas disease (American trypanosomiasis),ptg05166:HTLV-I infection,ptg05200:Pathways in cancer,ptg05210:Colorectal cancer,ptg05212:Pancreatic cancer,ptg05321:Inflammatory bowel disease (IBD),
SMAD3	SMAD family member 3(Smad3)	Cricetulus griseus	cge04068:FoxO signaling pathway,cge04110:Cell cycle,cge04144:Endocytosis,cge04350:TGF-beta signaling pathway,cge04390:Hippo signaling pathway,cge04520:Adherens junction,cge04550:Signaling pathways regulating pluripotency of stem cells,cge05142:Chagas disease (American trypanosomiasis),cge05166:HTLV-I infection,cge05200:Pathways in cancer,cge05210:Colorectal cancer,cge05212:Pancreatic cancer,cge05321:Inflammatory bowel disease (IBD),
SMAD3	SMAD family member 3(Smad3)	Nannospalax galili	ngi04068:FoxO signaling pathway,ngi04110:Cell cycle,ngi04144:Endocytosis,ngi04350:TGF-beta signaling pathway,ngi04390:Hippo signaling pathway,ngi04520:Adherens junction,ngi04550:Signaling pathways regulating pluripotency of stem cells,ngi05142:Chagas disease (American trypanosomiasis),ngi05166:HTLV-I infection,ngi05200:Pathways in cancer,ngi05210:Colorectal cancer,ngi05212:Pancreatic cancer,ngi05321:Inflammatory bowel disease (IBD),
SMAD3	SMAD family member 3(Smad3)	Rattus norvegicus	rno04068:FoxO signaling pathway,rno04110:Cell cycle,rno04144:Endocytosis,rno04350:TGF-beta signaling pathway,rno04390:Hippo signaling pathway,rno04520:Adherens junction,rno04550:Signaling pathways regulating pluripotency of stem cells,rno05142:Chagas disease (American trypanosomiasis),rno05166:HTLV-I infection,rno05200:Pathways in cancer,rno05210:Colorectal cancer,rno05212:Pancreatic cancer,rno05321:Inflammatory bowel disease (IBD),
SMAD3	SMAD family member 3(Smad3)	Heterocephalus glaber	hgl04068:FoxO signaling pathway,hgl04110:Cell cycle,hgl04144:Endocytosis,hgl04350:TGF-beta signaling pathway,hgl04390:Hippo signaling pathway,hgl04520:Adherens junction,hgl04550:Signaling pathways regulating pluripotency of stem cells,hgl05142:Chagas disease (American trypanosomiasis),hgl05166:HTLV-I infection,hgl05200:Pathways in cancer,hgl05210:Colorectal cancer,hgl05212:Pancreatic cancer,hgl05321:Inflammatory bowel disease (IBD),
SMAD3	SMAD family member 3(Smad3)	Mus musculus	mmu04068:FoxO signaling pathway,mmu04110:Cell cycle,mmu04144:Endocytosis,mmu04350:TGF-beta signaling pathway,mmu04390:Hippo signaling pathway,mmu04520:Adherens junction,mmu04550:Signaling pathways regulating pluripotency of stem cells,mmu05142:Chagas disease (American trypanosomiasis),mmu05166:HTLV-I infection,mmu05200:Pathways in cancer,mmu05210:Colorectal cancer,mmu05212:Pancreatic cancer,mmu05321:Inflammatory bowel disease (IBD),
SMAD3	SMAD family member 3(smad3)	Anolis carolinensis	acs04068:FoxO signaling pathway,acs04110:Cell cycle,acs04144:Endocytosis,acs04350:TGF-beta signaling pathway,acs04520:Adherens junction,
SMAD3	SMAD family member 3(smad3)	Maylandia zebra	mze04068:FoxO signaling pathway,mze04110:Cell cycle,mze04144:Endocytosis,mze04350:TGF-beta signaling pathway,mze04520:Adherens junction,
SMAD3	SMAD family member 3(smad3)	Xiphophorus maculatus	xma04068:FoxO signaling pathway,xma04110:Cell cycle,xma04144:Endocytosis,xma04350:TGF-beta signaling pathway,xma04520:Adherens junction,
SMAD3	SMAD family member 3(smad3)	Callorhinchus milii	cmk04068:FoxO signaling pathway,cmk04110:Cell cycle,cmk04144:Endocytosis,cmk04350:TGF-beta signaling pathway,cmk04520:Adherens junction,
SMAD3	SMAD family member 3(smad3)	Takifugu rubripes	tru04068:FoxO signaling pathway,tru04110:Cell cycle,tru04144:Endocytosis,tru04350:TGF-beta signaling pathway,tru04520:Adherens junction,
SMAD3	SMAD family member 3(smad3)	Xenopus tropicalis	xtr04068:FoxO signaling pathway,xtr04110:Cell cycle,xtr04144:Endocytosis,xtr04350:TGF-beta signaling pathway,xtr04520:Adherens junction,
SMAD4	SMAD family member 4(SMAD4)	Bos taurus	bta04068:FoxO signaling pathway,bta04110:Cell cycle,bta04310:Wnt signaling pathway,bta04350:TGF-beta signaling pathway,bta04390:Hippo signaling pathway,bta04520:Adherens junction,bta04550:Signaling pathways regulating pluripotency of stem cells,bta05161:Hepatitis B,bta05166:HTLV-I infection,bta05200:Pathways in cancer,bta05210:Colorectal cancer,bta05212:Pancreatic cancer,bta05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Alligator mississippiensis	amj04068:FoxO signaling pathway,amj04110:Cell cycle,amj04310:Wnt signaling pathway,amj04350:TGF-beta signaling pathway,amj04520:Adherens junction,
SMAD4	SMAD family member 4(SMAD4)	Alligator sinensis	asn04068:FoxO signaling pathway,asn04110:Cell cycle,asn04310:Wnt signaling pathway,asn04350:TGF-beta signaling pathway,asn04520:Adherens junction,
SMAD4	SMAD family member 4(SMAD4)	Callithrix jacchus	cjc04068:FoxO signaling pathway,cjc04110:Cell cycle,cjc04310:Wnt signaling pathway,cjc04350:TGF-beta signaling pathway,cjc04390:Hippo signaling pathway,cjc04520:Adherens junction,cjc04550:Signaling pathways regulating pluripotency of stem cells,cjc05161:Hepatitis B,cjc05166:HTLV-I infection,cjc05200:Pathways in cancer,cjc05210:Colorectal cancer,cjc05212:Pancreatic cancer,cjc05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Python bivittatus	pbi04068:FoxO signaling pathway,pbi04110:Cell cycle,pbi04310:Wnt signaling pathway,pbi04350:TGF-beta signaling pathway,pbi04520:Adherens junction,
SMAD4	SMAD family member 4(SMAD4)	Felis catus	fca04068:FoxO signaling pathway,fca04110:Cell cycle,fca04310:Wnt signaling pathway,fca04350:TGF-beta signaling pathway,fca04390:Hippo signaling pathway,fca04520:Adherens junction,fca04550:Signaling pathways regulating pluripotency of stem cells,fca05161:Hepatitis B,fca05166:HTLV-I infection,fca05200:Pathways in cancer,fca05210:Colorectal cancer,fca05212:Pancreatic cancer,fca05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Panthera tigris altaica	ptg04068:FoxO signaling pathway,ptg04110:Cell cycle,ptg04310:Wnt signaling pathway,ptg04350:TGF-beta signaling pathway,ptg04390:Hippo signaling pathway,ptg04520:Adherens junction,ptg04550:Signaling pathways regulating pluripotency of stem cells,ptg05161:Hepatitis B,ptg05166:HTLV-I infection,ptg05200:Pathways in cancer,ptg05210:Colorectal cancer,ptg05212:Pancreatic cancer,ptg05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Monodelphis domestica	mdo04068:FoxO signaling pathway,mdo04110:Cell cycle,mdo04310:Wnt signaling pathway,mdo04350:TGF-beta signaling pathway,mdo04390:Hippo signaling pathway,mdo04520:Adherens junction,mdo04550:Signaling pathways regulating pluripotency of stem cells,mdo05161:Hepatitis B,mdo05166:HTLV-I infection,mdo05200:Pathways in cancer,mdo05210:Colorectal cancer,mdo05212:Pancreatic cancer,mdo05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Nomascus leucogenys	nle04068:FoxO signaling pathway,nle04110:Cell cycle,nle04310:Wnt signaling pathway,nle04350:TGF-beta signaling pathway,nle04390:Hippo signaling pathway,nle04520:Adherens junction,nle04550:Signaling pathways regulating pluripotency of stem cells,nle05161:Hepatitis B,nle05166:HTLV-I infection,nle05200:Pathways in cancer,nle05210:Colorectal cancer,nle05212:Pancreatic cancer,nle05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Pan paniscus	pps04068:FoxO signaling pathway,pps04110:Cell cycle,pps04310:Wnt signaling pathway,pps04350:TGF-beta signaling pathway,pps04390:Hippo signaling pathway,pps04520:Adherens junction,pps04550:Signaling pathways regulating pluripotency of stem cells,pps05161:Hepatitis B,pps05166:HTLV-I infection,pps05200:Pathways in cancer,pps05210:Colorectal cancer,pps05212:Pancreatic cancer,pps05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Canis lupus familiaris	cfa04068:FoxO signaling pathway,cfa04110:Cell cycle,cfa04310:Wnt signaling pathway,cfa04350:TGF-beta signaling pathway,cfa04390:Hippo signaling pathway,cfa04520:Adherens junction,cfa04550:Signaling pathways regulating pluripotency of stem cells,cfa05161:Hepatitis B,cfa05166:HTLV-I infection,cfa05200:Pathways in cancer,cfa05210:Colorectal cancer,cfa05212:Pancreatic cancer,cfa05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Pantholops hodgsonii	phd04068:FoxO signaling pathway,phd04110:Cell cycle,phd04310:Wnt signaling pathway,phd04350:TGF-beta signaling pathway,phd04390:Hippo signaling pathway,phd04520:Adherens junction,phd04550:Signaling pathways regulating pluripotency of stem cells,phd05161:Hepatitis B,phd05166:HTLV-I infection,phd05200:Pathways in cancer,phd05210:Colorectal cancer,phd05212:Pancreatic cancer,phd05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Bos mutus	bom04068:FoxO signaling pathway,bom04110:Cell cycle,bom04310:Wnt signaling pathway,bom04350:TGF-beta signaling pathway,bom04390:Hippo signaling pathway,bom04520:Adherens junction,bom04550:Signaling pathways regulating pluripotency of stem cells,bom05161:Hepatitis B,bom05166:HTLV-I infection,bom05200:Pathways in cancer,bom05210:Colorectal cancer,bom05212:Pancreatic cancer,bom05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Falco peregrinus	fpg04068:FoxO signaling pathway,fpg04110:Cell cycle,fpg04310:Wnt signaling pathway,fpg04350:TGF-beta signaling pathway,fpg04520:Adherens junction,
SMAD4	SMAD family member 4(SMAD4)	Camelus ferus	cfr04068:FoxO signaling pathway,cfr04110:Cell cycle,cfr04310:Wnt signaling pathway,cfr04350:TGF-beta signaling pathway,cfr04390:Hippo signaling pathway,cfr04520:Adherens junction,cfr04550:Signaling pathways regulating pluripotency of stem cells,cfr05161:Hepatitis B,cfr05166:HTLV-I infection,cfr05200:Pathways in cancer,cfr05210:Colorectal cancer,cfr05212:Pancreatic cancer,cfr05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Myotis davidii	myd04068:FoxO signaling pathway,myd04110:Cell cycle,myd04310:Wnt signaling pathway,myd04350:TGF-beta signaling pathway,myd04390:Hippo signaling pathway,myd04520:Adherens junction,myd04550:Signaling pathways regulating pluripotency of stem cells,myd05161:Hepatitis B,myd05166:HTLV-I infection,myd05200:Pathways in cancer,myd05210:Colorectal cancer,myd05212:Pancreatic cancer,myd05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Pseudopodoces humilis	phi04068:FoxO signaling pathway,phi04110:Cell cycle,phi04310:Wnt signaling pathway,phi04350:TGF-beta signaling pathway,phi04520:Adherens junction,
SMAD4	SMAD family member 4(SMAD4)	Pan troglodytes	ptr04068:FoxO signaling pathway,ptr04110:Cell cycle,ptr04310:Wnt signaling pathway,ptr04350:TGF-beta signaling pathway,ptr04390:Hippo signaling pathway,ptr04520:Adherens junction,ptr04550:Signaling pathways regulating pluripotency of stem cells,ptr05161:Hepatitis B,ptr05166:HTLV-I infection,ptr05200:Pathways in cancer,ptr05210:Colorectal cancer,ptr05212:Pancreatic cancer,ptr05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Myotis brandtii	myb04068:FoxO signaling pathway,myb04110:Cell cycle,myb04310:Wnt signaling pathway,myb04350:TGF-beta signaling pathway,myb04390:Hippo signaling pathway,myb04520:Adherens junction,myb04550:Signaling pathways regulating pluripotency of stem cells,myb05161:Hepatitis B,myb05166:HTLV-I infection,myb05200:Pathways in cancer,myb05210:Colorectal cancer,myb05212:Pancreatic cancer,myb05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Oryctolagus cuniculus	ocu04068:FoxO signaling pathway,ocu04110:Cell cycle,ocu04310:Wnt signaling pathway,ocu04350:TGF-beta signaling pathway,ocu04390:Hippo signaling pathway,ocu04520:Adherens junction,ocu04550:Signaling pathways regulating pluripotency of stem cells,ocu05161:Hepatitis B,ocu05166:HTLV-I infection,ocu05200:Pathways in cancer,ocu05210:Colorectal cancer,ocu05212:Pancreatic cancer,ocu05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Ficedula albicollis	fab04068:FoxO signaling pathway,fab04110:Cell cycle,fab04310:Wnt signaling pathway,fab04350:TGF-beta signaling pathway,fab04520:Adherens junction,
SMAD4	SMAD family member 4(SMAD4)	Pongo abelii	pon04068:FoxO signaling pathway,pon04110:Cell cycle,pon04310:Wnt signaling pathway,pon04350:TGF-beta signaling pathway,pon04390:Hippo signaling pathway,pon04520:Adherens junction,pon04550:Signaling pathways regulating pluripotency of stem cells,pon05161:Hepatitis B,pon05166:HTLV-I infection,pon05200:Pathways in cancer,pon05210:Colorectal cancer,pon05212:Pancreatic cancer,pon05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Chelonia mydas	cmy04068:FoxO signaling pathway,cmy04110:Cell cycle,cmy04310:Wnt signaling pathway,cmy04350:TGF-beta signaling pathway,cmy04520:Adherens junction,
SMAD4	SMAD family member 4(SMAD4)	Latimeria chalumnae	lcm04068:FoxO signaling pathway,lcm04110:Cell cycle,lcm04310:Wnt signaling pathway,lcm04350:TGF-beta signaling pathway,lcm04520:Adherens junction,
SMAD4	SMAD family member 4(SMAD4)	Pelodiscus sinensis	pss04068:FoxO signaling pathway,pss04110:Cell cycle,pss04310:Wnt signaling pathway,pss04350:TGF-beta signaling pathway,pss04520:Adherens junction,
SMAD4	SMAD family member 4(SMAD4)	Falco cherrug	fch04068:FoxO signaling pathway,fch04110:Cell cycle,fch04310:Wnt signaling pathway,fch04350:TGF-beta signaling pathway,fch04520:Adherens junction,
SMAD4	SMAD family member 4(SMAD4)	Sarcophilus harrisii	shr04068:FoxO signaling pathway,shr04110:Cell cycle,shr04310:Wnt signaling pathway,shr04350:TGF-beta signaling pathway,shr04390:Hippo signaling pathway,shr04520:Adherens junction,shr04550:Signaling pathways regulating pluripotency of stem cells,shr05161:Hepatitis B,shr05166:HTLV-I infection,shr05200:Pathways in cancer,shr05210:Colorectal cancer,shr05212:Pancreatic cancer,shr05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Lipotes vexillifer	lve04068:FoxO signaling pathway,lve04110:Cell cycle,lve04310:Wnt signaling pathway,lve04350:TGF-beta signaling pathway,lve04390:Hippo signaling pathway,lve04520:Adherens junction,lve04550:Signaling pathways regulating pluripotency of stem cells,lve05161:Hepatitis B,lve05166:HTLV-I infection,lve05200:Pathways in cancer,lve05210:Colorectal cancer,lve05212:Pancreatic cancer,lve05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Tupaia chinensis	tup04068:FoxO signaling pathway,tup04110:Cell cycle,tup04310:Wnt signaling pathway,tup04350:TGF-beta signaling pathway,tup04390:Hippo signaling pathway,tup04520:Adherens junction,tup04550:Signaling pathways regulating pluripotency of stem cells,tup05161:Hepatitis B,tup05166:HTLV-I infection,tup05200:Pathways in cancer,tup05210:Colorectal cancer,tup05212:Pancreatic cancer,tup05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Macaca mulatta	mcc04068:FoxO signaling pathway,mcc04110:Cell cycle,mcc04310:Wnt signaling pathway,mcc04350:TGF-beta signaling pathway,mcc04390:Hippo signaling pathway,mcc04520:Adherens junction,mcc04550:Signaling pathways regulating pluripotency of stem cells,mcc05161:Hepatitis B,mcc05166:HTLV-I infection,mcc05200:Pathways in cancer,mcc05210:Colorectal cancer,mcc05212:Pancreatic cancer,mcc05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Equus caballus	ecb04068:FoxO signaling pathway,ecb04110:Cell cycle,ecb04310:Wnt signaling pathway,ecb04350:TGF-beta signaling pathway,ecb04390:Hippo signaling pathway,ecb04520:Adherens junction,ecb04550:Signaling pathways regulating pluripotency of stem cells,ecb05161:Hepatitis B,ecb05166:HTLV-I infection,ecb05200:Pathways in cancer,ecb05210:Colorectal cancer,ecb05212:Pancreatic cancer,ecb05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Columba livia	clv04068:FoxO signaling pathway,clv04110:Cell cycle,clv04310:Wnt signaling pathway,clv04350:TGF-beta signaling pathway,clv04520:Adherens junction,
SMAD4	SMAD family member 4(SMAD4)	Macaca fascicularis	mcf04068:FoxO signaling pathway,mcf04110:Cell cycle,mcf04310:Wnt signaling pathway,mcf04350:TGF-beta signaling pathway,mcf04390:Hippo signaling pathway,mcf04520:Adherens junction,mcf04550:Signaling pathways regulating pluripotency of stem cells,mcf05161:Hepatitis B,mcf05166:HTLV-I infection,mcf05200:Pathways in cancer,mcf05210:Colorectal cancer,mcf05212:Pancreatic cancer,mcf05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Ornithorhynchus anatinus	oaa04068:FoxO signaling pathway,oaa04110:Cell cycle,oaa04310:Wnt signaling pathway,oaa04350:TGF-beta signaling pathway,oaa04390:Hippo signaling pathway,oaa04520:Adherens junction,oaa04550:Signaling pathways regulating pluripotency of stem cells,oaa05161:Hepatitis B,oaa05166:HTLV-I infection,oaa05200:Pathways in cancer,oaa05210:Colorectal cancer,oaa05212:Pancreatic cancer,oaa05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Ursus maritimus	umr04068:FoxO signaling pathway,umr04110:Cell cycle,umr04310:Wnt signaling pathway,umr04350:TGF-beta signaling pathway,umr04390:Hippo signaling pathway,umr04520:Adherens junction,umr04550:Signaling pathways regulating pluripotency of stem cells,umr05161:Hepatitis B,umr05166:HTLV-I infection,umr05200:Pathways in cancer,umr05210:Colorectal cancer,umr05212:Pancreatic cancer,umr05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Homo sapiens	hsa04068:FoxO signaling pathway,hsa04110:Cell cycle,hsa04310:Wnt signaling pathway,hsa04350:TGF-beta signaling pathway,hsa04390:Hippo signaling pathway,hsa04520:Adherens junction,hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa05161:Hepatitis B,hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05210:Colorectal cancer,hsa05212:Pancreatic cancer,hsa05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Sus scrofa	ssc04068:FoxO signaling pathway,ssc04110:Cell cycle,ssc04310:Wnt signaling pathway,ssc04350:TGF-beta signaling pathway,ssc04390:Hippo signaling pathway,ssc04520:Adherens junction,ssc04550:Signaling pathways regulating pluripotency of stem cells,ssc05161:Hepatitis B,ssc05166:HTLV-I infection,ssc05200:Pathways in cancer,ssc05210:Colorectal cancer,ssc05212:Pancreatic cancer,ssc05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Capra hircus	chx04068:FoxO signaling pathway,chx04110:Cell cycle,chx04310:Wnt signaling pathway,chx04350:TGF-beta signaling pathway,chx04390:Hippo signaling pathway,chx04520:Adherens junction,chx04550:Signaling pathways regulating pluripotency of stem cells,chx05161:Hepatitis B,chx05166:HTLV-I infection,chx05200:Pathways in cancer,chx05210:Colorectal cancer,chx05212:Pancreatic cancer,chx05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Gorilla gorilla	ggo04068:FoxO signaling pathway,ggo04110:Cell cycle,ggo04310:Wnt signaling pathway,ggo04350:TGF-beta signaling pathway,ggo04390:Hippo signaling pathway,ggo04520:Adherens junction,ggo04550:Signaling pathways regulating pluripotency of stem cells,ggo05161:Hepatitis B,ggo05166:HTLV-I infection,ggo05200:Pathways in cancer,ggo05210:Colorectal cancer,ggo05212:Pancreatic cancer,ggo05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Ovis aries	oas04068:FoxO signaling pathway,oas04110:Cell cycle,oas04310:Wnt signaling pathway,oas04350:TGF-beta signaling pathway,oas04390:Hippo signaling pathway,oas04520:Adherens junction,oas04550:Signaling pathways regulating pluripotency of stem cells,oas05161:Hepatitis B,oas05166:HTLV-I infection,oas05200:Pathways in cancer,oas05210:Colorectal cancer,oas05212:Pancreatic cancer,oas05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(SMAD4)	Ailuropoda melanoleuca	aml04068:FoxO signaling pathway,aml04110:Cell cycle,aml04310:Wnt signaling pathway,aml04350:TGF-beta signaling pathway,aml04390:Hippo signaling pathway,aml04520:Adherens junction,aml04550:Signaling pathways regulating pluripotency of stem cells,aml05161:Hepatitis B,aml05166:HTLV-I infection,aml05200:Pathways in cancer,aml05210:Colorectal cancer,aml05212:Pancreatic cancer,aml05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(Smad4)	Nannospalax galili	ngi04068:FoxO signaling pathway,ngi04110:Cell cycle,ngi04310:Wnt signaling pathway,ngi04350:TGF-beta signaling pathway,ngi04390:Hippo signaling pathway,ngi04520:Adherens junction,ngi04550:Signaling pathways regulating pluripotency of stem cells,ngi05161:Hepatitis B,ngi05166:HTLV-I infection,ngi05200:Pathways in cancer,ngi05210:Colorectal cancer,ngi05212:Pancreatic cancer,ngi05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(Smad4)	Mus musculus	mmu04068:FoxO signaling pathway,mmu04110:Cell cycle,mmu04310:Wnt signaling pathway,mmu04350:TGF-beta signaling pathway,mmu04390:Hippo signaling pathway,mmu04520:Adherens junction,mmu04550:Signaling pathways regulating pluripotency of stem cells,mmu05161:Hepatitis B,mmu05166:HTLV-I infection,mmu05200:Pathways in cancer,mmu05210:Colorectal cancer,mmu05212:Pancreatic cancer,mmu05220:Chronic myeloid leukemia,
SMAD4	SMAD family member 4(Smad4)	Cricetulus griseus	cge04068:FoxO signaling pathway,cge04110:Cell cycle,cge04310:Wnt signaling pathway,cge04350:TGF-beta signaling pathway,cge04390:Hippo signaling pathway,cge04520:Adherens junction,cge04550:Signaling pathways regulating pluripotency of stem cells,cge05161:Hepatitis B,cge05166:HTLV-I infection,cge05200:Pathways in cancer,cge05210:Colorectal cancer,cge05212:Pancreatic cancer,cge05220:Chronic myeloid leukemia,
