ID	Gene Name	Species	KEGG_PATHWAY
CASP3	caspase 3(CASP3)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04115:p53 signaling pathway,hsa04210:Apoptosis,hsa04650:Natural killer cell mediated cytotoxicity,hsa04668:TNF signaling pathway,hsa04726:Serotonergic synapse,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05010:Alzheimer's disease,hsa05012:Parkinson's disease,hsa05014:Amyotrophic lateral sclerosis (ALS),hsa05016:Huntington's disease,hsa05120:Epithelial cell signaling in Helicobacter pylori infection,hsa05133:Pertussis,hsa05134:Legionellosis,hsa05145:Toxoplasmosis,hsa05146:Amoebiasis,hsa05152:Tuberculosis,hsa05161:Hepatitis B,hsa05168:Herpes simplex infection,hsa05200:Pathways in cancer,hsa05203:Viral carcinogenesis,hsa05205:Proteoglycans in cancer,hsa05206:MicroRNAs in cancer,hsa05210:Colorectal cancer,hsa05416:Viral myocarditis,
CASP5	caspase 5(CASP5)	Homo sapiens	hsa04621:NOD-like receptor signaling pathway,
CASP6	caspase 6(CASP6)	Homo sapiens	hsa04210:Apoptosis,
CASP7	caspase 7(CASP7)	Homo sapiens	hsa04210:Apoptosis,hsa04668:TNF signaling pathway,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05010:Alzheimer's disease,hsa05133:Pertussis,hsa05134:Legionellosis,
CASP8	caspase 8(CASP8)	Homo sapiens	hsa04115:p53 signaling pathway,hsa04210:Apoptosis,hsa04620:Toll-like receptor signaling pathway,hsa04621:NOD-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04668:TNF signaling pathway,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05010:Alzheimer's disease,hsa05016:Huntington's disease,hsa05134:Legionellosis,hsa05142:Chagas disease (American trypanosomiasis),hsa05145:Toxoplasmosis,hsa05152:Tuberculosis,hsa05161:Hepatitis B,hsa05168:Herpes simplex infection,hsa05200:Pathways in cancer,hsa05203:Viral carcinogenesis,hsa05416:Viral myocarditis,
CASP9	caspase 9(CASP9)	Homo sapiens	hsa04115:p53 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04210:Apoptosis,hsa04370:VEGF signaling pathway,hsa04919:Thyroid hormone signaling pathway,hsa05010:Alzheimer's disease,hsa05012:Parkinson's disease,hsa05014:Amyotrophic lateral sclerosis (ALS),hsa05016:Huntington's disease,hsa05134:Legionellosis,hsa05145:Toxoplasmosis,hsa05152:Tuberculosis,hsa05161:Hepatitis B,hsa05164:Influenza A,hsa05200:Pathways in cancer,hsa05210:Colorectal cancer,hsa05212:Pancreatic cancer,hsa05213:Endometrial cancer,hsa05215:Prostate cancer,hsa05222:Small cell lung cancer,hsa05223:Non-small cell lung cancer,hsa05416:Viral myocarditis,
CARD6	caspase recruitment domain family member 6(CARD6)	Homo sapiens	hsa04621:NOD-like receptor signaling pathway,
CARD8	caspase recruitment domain family member 8(CARD8)	Homo sapiens	hsa04621:NOD-like receptor signaling pathway,
CARD9	caspase recruitment domain family member 9(CARD9)	Homo sapiens	hsa04621:NOD-like receptor signaling pathway,hsa05152:Tuberculosis,
CTNNBL1	catenin beta like 1(CTNNBL1)	Homo sapiens	hsa03040:Spliceosome,
CDC5L	cell division cycle 5 like(CDC5L)	Homo sapiens	hsa03040:Spliceosome,
CETN2	centrin 2(CETN2)	Homo sapiens	hsa03420:Nucleotide excision repair,
CHMP2B	charged multivesicular body protein 2B(CHMP2B)	Homo sapiens	hsa04144:Endocytosis,
CHKA	choline kinase alpha(CHKA)	Homo sapiens	hsa00564:Glycerophospholipid metabolism,hsa01100:Metabolic pathways,hsa05231:Choline metabolism in cancer,
CHRNB1	cholinergic receptor nicotinic beta 1 subunit(CHRNB1)	Homo sapiens	hsa04080:Neuroactive ligand-receptor interaction,
CLDN2	claudin 2(CLDN2)	Homo sapiens	hsa04514:Cell adhesion molecules (CAMs),hsa04530:Tight junction,hsa04670:Leukocyte transendothelial migration,hsa05160:Hepatitis C,
CLDN7	claudin 7(CLDN7)	Homo sapiens	hsa04514:Cell adhesion molecules (CAMs),hsa04530:Tight junction,hsa04670:Leukocyte transendothelial migration,hsa05160:Hepatitis C,
CCDC53	coiled-coil domain containing 53(CCDC53)	Homo sapiens	hsa04144:Endocytosis,
COL3A1	collagen type III alpha 1 chain(COL3A1)	Homo sapiens	hsa04151:PI3K-Akt signaling pathway,hsa04510:Focal adhesion,hsa04512:ECM-receptor interaction,hsa04611:Platelet activation,hsa04974:Protein digestion and absorption,hsa05146:Amoebiasis,
CRH	corticotropin releasing hormone(CRH)	Homo sapiens	hsa04730:Long-term depression,hsa05034:Alcoholism,
CXADR	coxsackie virus and adenovirus receptor(CXADR)	Homo sapiens	hsa05416:Viral myocarditis,
CKM	creatine kinase, M-type(CKM)	Homo sapiens	hsa00330:Arginine and proline metabolism,hsa01100:Metabolic pathways,
CRY1	cryptochrome circadian clock 1(CRY1)	Homo sapiens	hsa04710:Circadian rhythm,
CDK5R1	cyclin dependent kinase 5 regulatory subunit 1(CDK5R1)	Homo sapiens	hsa05010:Alzheimer's disease,hsa05030:Cocaine addiction,
CYTH1	cytohesin 1(CYTH1)	Homo sapiens	hsa04144:Endocytosis,
DCTD	dCMP deaminase(DCTD)	Homo sapiens	hsa00240:Pyrimidine metabolism,hsa01100:Metabolic pathways,
DAPK1	death associated protein kinase 1(DAPK1)	Homo sapiens	hsa05200:Pathways in cancer,hsa05219:Bladder cancer,
DERL3	derlin 3(DERL3)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,
DSC2	desmocollin 2(DSC2)	Homo sapiens	hsa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),
DSG1	desmoglein 1(DSG1)	Homo sapiens	hsa05150:Staphylococcus aureus infection,
DSG2	desmoglein 2(DSG2)	Homo sapiens	hsa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),
DSP	desmoplakin(DSP)	Homo sapiens	hsa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),
DAGLA	diacylglycerol lipase alpha(DAGLA)	Homo sapiens	hsa04723:Retrograde endocannabinoid signaling,hsa04925:Aldosterone synthesis and secretion,
DCT	dopachrome tautomerase(DCT)	Homo sapiens	hsa00350:Tyrosine metabolism,hsa01100:Metabolic pathways,hsa04916:Melanogenesis,
DCTN1	dynactin subunit 1(DCTN1)	Homo sapiens	hsa04962:Vasopressin-regulated water reabsorption,hsa05016:Huntington's disease,
DCTN5	dynactin subunit 5(DCTN5)	Homo sapiens	hsa04962:Vasopressin-regulated water reabsorption,
EDAR	ectodysplasin A receptor(EDAR)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,
EDA	ectodysplasin A(EDA)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,
EDA2R	ectodysplasin A2 receptor(EDA2R)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,
ERN1	endoplasmic reticulum to nucleus signaling 1(ERN1)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05010:Alzheimer's disease,
ETNK2	ethanolamine kinase 2(ETNK2)	Homo sapiens	hsa00564:Glycerophospholipid metabolism,hsa01100:Metabolic pathways,
EXOC7	exocyst complex component 7(EXOC7)	Homo sapiens	hsa04910:Insulin signaling pathway,
EZR	ezrin(EZR)	Homo sapiens	hsa04670:Leukocyte transendothelial migration,hsa04810:Regulation of actin cytoskeleton,hsa04971:Gastric acid secretion,hsa05130:Pathogenic Escherichia coli infection,hsa05205:Proteoglycans in cancer,hsa05206:MicroRNAs in cancer,
FOXP3	forkhead box P3(FOXP3)	Homo sapiens	hsa05321:Inflammatory bowel disease (IBD),
GABRD	gamma-aminobutyric acid type A receptor delta subunit(GABRD)	Homo sapiens	hsa04080:Neuroactive ligand-receptor interaction,hsa04723:Retrograde endocannabinoid signaling,hsa04727:GABAergic synapse,hsa05032:Morphine addiction,hsa05033:Nicotine addiction,
GGCT	gamma-glutamylcyclotransferase(GGCT)	Homo sapiens	hsa00480:Glutathione metabolism,
GNPDA1	glucosamine-6-phosphate deaminase 1(GNPDA1)	Homo sapiens	hsa00520:Amino sugar and nucleotide sugar metabolism,hsa01100:Metabolic pathways,
GYPC	glycophorin C (Gerbich blood group)(GYPC)	Homo sapiens	hsa05144:Malaria,
GRHPR	glyoxylate and hydroxypyruvate reductase(GRHPR)	Homo sapiens	hsa00260:Glycine, serine and threonine metabolism,hsa00620:Pyruvate metabolism,hsa00630:Glyoxylate and dicarboxylate metabolism,hsa01100:Metabolic pathways,
GZMB	granzyme B(GZMB)	Homo sapiens	hsa04650:Natural killer cell mediated cytotoxicity,hsa04940:Type I diabetes mellitus,hsa05202:Transcriptional misregulation in cancer,hsa05320:Autoimmune thyroid disease,hsa05330:Allograft rejection,hsa05332:Graft-versus-host disease,
HGS	hepatocyte growth factor-regulated tyrosine kinase substrate(HGS)	Homo sapiens	hsa04144:Endocytosis,hsa04145:Phagosome,
HK2	hexokinase 2(HK2)	Homo sapiens	hsa00010:Glycolysis / Gluconeogenesis,hsa00051:Fructose and mannose metabolism,hsa00052:Galactose metabolism,hsa00500:Starch and sucrose metabolism,hsa00520:Amino sugar and nucleotide sugar metabolism,hsa00524:Butirosin and neomycin biosynthesis,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,hsa01200:Carbon metabolism,hsa04066:HIF-1 signaling pathway,hsa04910:Insulin signaling pathway,hsa04930:Type II diabetes mellitus,hsa04973:Carbohydrate digestion and absorption,hsa05230:Central carbon metabolism in cancer,
HK3	hexokinase 3(HK3)	Homo sapiens	hsa00010:Glycolysis / Gluconeogenesis,hsa00051:Fructose and mannose metabolism,hsa00052:Galactose metabolism,hsa00500:Starch and sucrose metabolism,hsa00520:Amino sugar and nucleotide sugar metabolism,hsa00524:Butirosin and neomycin biosynthesis,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,hsa01200:Carbon metabolism,hsa04066:HIF-1 signaling pathway,hsa04910:Insulin signaling pathway,hsa04930:Type II diabetes mellitus,hsa04973:Carbohydrate digestion and absorption,hsa05230:Central carbon metabolism in cancer,
HCCS	holocytochrome c synthase(HCCS)	Homo sapiens	hsa00860:Porphyrin and chlorophyll metabolism,
HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1(HERPUD1)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,
HIP1	huntingtin interacting protein 1(HIP1)	Homo sapiens	hsa05016:Huntington's disease,
HTT	huntingtin(HTT)	Homo sapiens	hsa05016:Huntington's disease,
HYI	hydroxypyruvate isomerase (putative)(HYI)	Homo sapiens	hsa00630:Glyoxylate and dicarboxylate metabolism,hsa01100:Metabolic pathways,
ICOSLG	inducible T-cell costimulator ligand(ICOSLG)	Homo sapiens	hsa04514:Cell adhesion molecules (CAMs),hsa04672:Intestinal immune network for IgA production,
INHBE	inhibin beta E subunit(INHBE)	Homo sapiens	hsa04350:TGF-beta signaling pathway,hsa04550:Signaling pathways regulating pluripotency of stem cells,
IMPA1	inositol monophosphatase 1(IMPA1)	Homo sapiens	hsa00562:Inositol phosphate metabolism,hsa01100:Metabolic pathways,hsa04070:Phosphatidylinositol signaling system,
IMPA2	inositol monophosphatase 2(IMPA2)	Homo sapiens	hsa00562:Inositol phosphate metabolism,hsa01100:Metabolic pathways,hsa04070:Phosphatidylinositol signaling system,
INPP4A	inositol polyphosphate-4-phosphatase type I A(INPP4A)	Homo sapiens	hsa00562:Inositol phosphate metabolism,hsa01100:Metabolic pathways,hsa04070:Phosphatidylinositol signaling system,
INPP4B	inositol polyphosphate-4-phosphatase type II B(INPP4B)	Homo sapiens	hsa00562:Inositol phosphate metabolism,hsa01100:Metabolic pathways,hsa04070:Phosphatidylinositol signaling system,
ISYNA1	inositol-3-phosphate synthase 1(ISYNA1)	Homo sapiens	hsa00562:Inositol phosphate metabolism,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,
ICAM2	intercellular adhesion molecule 2(ICAM2)	Homo sapiens	hsa04514:Cell adhesion molecules (CAMs),hsa04650:Natural killer cell mediated cytotoxicity,
IL1A	interleukin 1 alpha(IL1A)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04060:Cytokine-cytokine receptor interaction,hsa04380:Osteoclast differentiation,hsa04640:Hematopoietic cell lineage,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa04940:Type I diabetes mellitus,hsa05020:Prion diseases,hsa05132:Salmonella infection,hsa05133:Pertussis,hsa05140:Leishmaniasis,hsa05152:Tuberculosis,hsa05162:Measles,hsa05164:Influenza A,hsa05321:Inflammatory bowel disease (IBD),hsa05323:Rheumatoid arthritis,hsa05332:Graft-versus-host disease,
IL1B	interleukin 1 beta(IL1B)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04060:Cytokine-cytokine receptor interaction,hsa04064:NF-kappa B signaling pathway,hsa04380:Osteoclast differentiation,hsa04620:Toll-like receptor signaling pathway,hsa04621:NOD-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa04640:Hematopoietic cell lineage,hsa04668:TNF signaling pathway,hsa04750:Inflammatory mediator regulation of TRP channels,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa04940:Type I diabetes mellitus,hsa05010:Alzheimer's disease,hsa05020:Prion diseases,hsa05132:Salmonella infection,hsa05133:Pertussis,hsa05134:Legionellosis,hsa05140:Leishmaniasis,hsa05142:Chagas disease (American trypanosomiasis),hsa05143:African trypanosomiasis,hsa05144:Malaria,hsa05146:Amoebiasis,hsa05152:Tuberculosis,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05321:Inflammatory bowel disease (IBD),hsa05323:Rheumatoid arthritis,hsa05332:Graft-versus-host disease,
IL1RAP	interleukin 1 receptor accessory protein(IL1RAP)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04750:Inflammatory mediator regulation of TRP channels,
IL1R1	interleukin 1 receptor type 1(IL1R1)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04060:Cytokine-cytokine receptor interaction,hsa04064:NF-kappa B signaling pathway,hsa04380:Osteoclast differentiation,hsa04640:Hematopoietic cell lineage,hsa04750:Inflammatory mediator regulation of TRP channels,hsa05146:Amoebiasis,hsa05166:HTLV-I infection,
IL1R2	interleukin 1 receptor type 2(IL1R2)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04060:Cytokine-cytokine receptor interaction,hsa04640:Hematopoietic cell lineage,hsa05146:Amoebiasis,hsa05166:HTLV-I infection,hsa05202:Transcriptional misregulation in cancer,
IL18R1	interleukin 18 receptor 1(IL18R1)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04668:TNF signaling pathway,hsa05321:Inflammatory bowel disease (IBD),
IL18	interleukin 18(IL18)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04621:NOD-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa05132:Salmonella infection,hsa05134:Legionellosis,hsa05143:African trypanosomiasis,hsa05144:Malaria,hsa05152:Tuberculosis,hsa05164:Influenza A,hsa05321:Inflammatory bowel disease (IBD),hsa05323:Rheumatoid arthritis,
IFT57	intraflagellar transport 57(IFT57)	Homo sapiens	hsa05016:Huntington's disease,
JUP	junction plakoglobin(JUP)	Homo sapiens	hsa05200:Pathways in cancer,hsa05202:Transcriptional misregulation in cancer,hsa05221:Acute myeloid leukemia,hsa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),
KIR3DL1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1(KIR3DL1)	Homo sapiens	hsa04612:Antigen processing and presentation,
KIR2DL1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1(KIR2DL1)	Homo sapiens	hsa04612:Antigen processing and presentation,hsa04650:Natural killer cell mediated cytotoxicity,
KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4(KIR2DL4)	Homo sapiens	hsa04612:Antigen processing and presentation,hsa04650:Natural killer cell mediated cytotoxicity,
KLRC1	killer cell lectin like receptor C1(KLRC1)	Homo sapiens	hsa04612:Antigen processing and presentation,
KLRC2	killer cell lectin like receptor C2(KLRC2)	Homo sapiens	hsa04612:Antigen processing and presentation,
KLRC3	killer cell lectin like receptor C3(KLRC3)	Homo sapiens	hsa04612:Antigen processing and presentation,
KLRC4	killer cell lectin like receptor C4(KLRC4)	Homo sapiens	hsa04612:Antigen processing and presentation,
KLRD1	killer cell lectin like receptor D1(KLRD1)	Homo sapiens	hsa04612:Antigen processing and presentation,hsa04650:Natural killer cell mediated cytotoxicity,
KLRK1	killer cell lectin like receptor K1(KLRK1)	Homo sapiens	hsa04650:Natural killer cell mediated cytotoxicity,hsa05144:Malaria,
LSG1	large 60S subunit nuclear export GTPase 1(LSG1)	Homo sapiens	hsa03008:Ribosome biogenesis in eukaryotes,
LATS1	large tumor suppressor kinase 1(LATS1)	Homo sapiens	hsa04390:Hippo signaling pathway,
LATS2	large tumor suppressor kinase 2(LATS2)	Homo sapiens	hsa04390:Hippo signaling pathway,
LNPEP	leucyl and cystinyl aminopeptidase(LNPEP)	Homo sapiens	hsa04614:Renin-angiotensin system,
LILRB1	leukocyte immunoglobulin like receptor B1(LILRB1)	Homo sapiens	hsa04380:Osteoclast differentiation,
LILRB2	leukocyte immunoglobulin like receptor B2(LILRB2)	Homo sapiens	hsa04380:Osteoclast differentiation,
LTBR	lymphotoxin beta receptor(LTBR)	Homo sapiens	hsa04060:Cytokine-cytokine receptor interaction,hsa04064:NF-kappa B signaling pathway,hsa04066:HIF-1 signaling pathway,hsa04672:Intestinal immune network for IgA production,hsa05166:HTLV-I infection,hsa05203:Viral carcinogenesis,
HLA-A	major histocompatibility complex, class I, A(HLA-A)	Homo sapiens	hsa04144:Endocytosis,hsa04145:Phagosome,hsa04514:Cell adhesion molecules (CAMs),hsa04612:Antigen processing and presentation,hsa04940:Type I diabetes mellitus,hsa05166:HTLV-I infection,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,hsa05203:Viral carcinogenesis,hsa05320:Autoimmune thyroid disease,hsa05330:Allograft rejection,hsa05332:Graft-versus-host disease,hsa05416:Viral myocarditis,
HLA-E	major histocompatibility complex, class I, E(HLA-E)	Homo sapiens	hsa04144:Endocytosis,hsa04145:Phagosome,hsa04514:Cell adhesion molecules (CAMs),hsa04612:Antigen processing and presentation,hsa04940:Type I diabetes mellitus,hsa05166:HTLV-I infection,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,hsa05203:Viral carcinogenesis,hsa05320:Autoimmune thyroid disease,hsa05330:Allograft rejection,hsa05332:Graft-versus-host disease,hsa05416:Viral myocarditis,
HLA-F	major histocompatibility complex, class I, F(HLA-F)	Homo sapiens	hsa04144:Endocytosis,hsa04145:Phagosome,hsa04514:Cell adhesion molecules (CAMs),hsa04612:Antigen processing and presentation,hsa04940:Type I diabetes mellitus,hsa05166:HTLV-I infection,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,hsa05203:Viral carcinogenesis,hsa05320:Autoimmune thyroid disease,hsa05330:Allograft rejection,hsa05332:Graft-versus-host disease,hsa05416:Viral myocarditis,
HLA-G	major histocompatibility complex, class I, G(HLA-G)	Homo sapiens	hsa04144:Endocytosis,hsa04145:Phagosome,hsa04514:Cell adhesion molecules (CAMs),hsa04612:Antigen processing and presentation,hsa04940:Type I diabetes mellitus,hsa05166:HTLV-I infection,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,hsa05203:Viral carcinogenesis,hsa05320:Autoimmune thyroid disease,hsa05330:Allograft rejection,hsa05332:Graft-versus-host disease,hsa05416:Viral myocarditis,
MAN1A2	mannosidase alpha class 1A member 2(MAN1A2)	Homo sapiens	hsa00510:N-Glycan biosynthesis,hsa01100:Metabolic pathways,hsa04141:Protein processing in endoplasmic reticulum,
MGEA5	meningioma expressed antigen 5 (hyaluronidase)(MGEA5)	Homo sapiens	hsa04931:Insulin resistance,
MRPS18B	mitochondrial ribosomal protein S18B(MRPS18B)	Homo sapiens	hsa05203:Viral carcinogenesis,
MAP2K6	mitogen-activated protein kinase kinase 6(MAP2K6)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04015:Rap1 signaling pathway,hsa04380:Osteoclast differentiation,hsa04620:Toll-like receptor signaling pathway,hsa04664:Fc epsilon RI signaling pathway,hsa04668:TNF signaling pathway,hsa04750:Inflammatory mediator regulation of TRP channels,hsa04912:GnRH signaling pathway,hsa05014:Amyotrophic lateral sclerosis (ALS),hsa05145:Toxoplasmosis,hsa05164:Influenza A,hsa05169:Epstein-Barr virus infection,
MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1(MAP4K1)	Homo sapiens	hsa04010:MAPK signaling pathway,
MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3(MAP4K3)	Homo sapiens	hsa04010:MAPK signaling pathway,
MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4(MAP4K4)	Homo sapiens	hsa04010:MAPK signaling pathway,
MSN	moesin(MSN)	Homo sapiens	hsa04670:Leukocyte transendothelial migration,hsa04810:Regulation of actin cytoskeleton,hsa05162:Measles,hsa05205:Proteoglycans in cancer,
MCOLN1	mucolipin 1(MCOLN1)	Homo sapiens	hsa04142:Lysosome,
MAG	myelin associated glycoprotein(MAG)	Homo sapiens	hsa04514:Cell adhesion molecules (CAMs),
MYH6	myosin heavy chain 6(MYH6)	Homo sapiens	hsa04260:Cardiac muscle contraction,hsa04261:Adrenergic signaling in cardiomyocytes,hsa04530:Tight junction,hsa05416:Viral myocarditis,
NPPB	natriuretic peptide B(NPPB)	Homo sapiens	hsa04022:cGMP-PKG signaling pathway,
NEIL1	nei like DNA glycosylase 1(NEIL1)	Homo sapiens	hsa03410:Base excision repair,
NEO1	neogenin 1(NEO1)	Homo sapiens	hsa04514:Cell adhesion molecules (CAMs),
NGFR	nerve growth factor receptor(NGFR)	Homo sapiens	hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04060:Cytokine-cytokine receptor interaction,hsa04151:PI3K-Akt signaling pathway,hsa04722:Neurotrophin signaling pathway,hsa05202:Transcriptional misregulation in cancer,
NGF	nerve growth factor(NGF)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04210:Apoptosis,hsa04722:Neurotrophin signaling pathway,hsa04750:Inflammatory mediator regulation of TRP channels,
NTN1	netrin 1(NTN1)	Homo sapiens	hsa04360:Axon guidance,
NTN4	netrin 4(NTN4)	Homo sapiens	hsa04360:Axon guidance,
NEU4	neuraminidase 4(NEU4)	Homo sapiens	hsa00511:Other glycan degradation,hsa00600:Sphingolipid metabolism,
NPBWR1	neuropeptides B/W receptor 1(NPBWR1)	Homo sapiens	hsa04080:Neuroactive ligand-receptor interaction,
NTRK2	neurotrophic receptor tyrosine kinase 2(NTRK2)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04722:Neurotrophin signaling pathway,hsa05034:Alcoholism,
NTRK3	neurotrophic receptor tyrosine kinase 3(NTRK3)	Homo sapiens	hsa04722:Neurotrophin signaling pathway,hsa05230:Central carbon metabolism in cancer,
NTF3	neurotrophin 3(NTF3)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04722:Neurotrophin signaling pathway,
NSMAF	neutral sphingomyelinase activation associated factor(NSMAF)	Homo sapiens	hsa04071:Sphingolipid signaling pathway,
NMRK2	nicotinamide riboside kinase 2(NMRK2)	Homo sapiens	hsa00760:Nicotinate and nicotinamide metabolism,hsa01100:Metabolic pathways,
NUP62	nucleoporin 62(NUP62)	Homo sapiens	hsa03013:RNA transport,
NOD1	nucleotide binding oligomerization domain containing 1(NOD1)	Homo sapiens	hsa04621:NOD-like receptor signaling pathway,hsa05120:Epithelial cell signaling in Helicobacter pylori infection,hsa05131:Shigellosis,hsa05133:Pertussis,
NOD2	nucleotide binding oligomerization domain containing 2(NOD2)	Homo sapiens	hsa04621:NOD-like receptor signaling pathway,hsa04668:TNF signaling pathway,hsa05131:Shigellosis,hsa05152:Tuberculosis,hsa05321:Inflammatory bowel disease (IBD),
NUDT9	nudix hydrolase 9(NUDT9)	Homo sapiens	hsa00230:Purine metabolism,
OR10H2	olfactory receptor family 10 subfamily H member 2(OR10H2)	Homo sapiens	hsa04740:Olfactory transduction,
OTX1	orthodenticle homeobox 1(OTX1)	Homo sapiens	hsa04550:Signaling pathways regulating pluripotency of stem cells,
PAK1	p21 (RAC1) activated kinase 1(PAK1)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04012:ErbB signaling pathway,hsa04014:Ras signaling pathway,hsa04024:cAMP signaling pathway,hsa04062:Chemokine signaling pathway,hsa04360:Axon guidance,hsa04510:Focal adhesion,hsa04650:Natural killer cell mediated cytotoxicity,hsa04660:T cell receptor signaling pathway,hsa04666:Fc gamma R-mediated phagocytosis,hsa04810:Regulation of actin cytoskeleton,hsa05120:Epithelial cell signaling in Helicobacter pylori infection,hsa05205:Proteoglycans in cancer,hsa05211:Renal cell carcinoma,
PAK6	p21 (RAC1) activated kinase 6(PAK6)	Homo sapiens	hsa04012:ErbB signaling pathway,hsa04014:Ras signaling pathway,hsa04360:Axon guidance,hsa04510:Focal adhesion,hsa04660:T cell receptor signaling pathway,hsa04810:Regulation of actin cytoskeleton,hsa05211:Renal cell carcinoma,
PRF1	perforin 1(PRF1)	Homo sapiens	hsa04650:Natural killer cell mediated cytotoxicity,hsa04940:Type I diabetes mellitus,hsa05320:Autoimmune thyroid disease,hsa05330:Allograft rejection,hsa05332:Graft-versus-host disease,hsa05416:Viral myocarditis,
PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1(PMAIP1)	Homo sapiens	hsa04115:p53 signaling pathway,hsa05203:Viral carcinogenesis,
PGM3	phosphoglucomutase 3(PGM3)	Homo sapiens	hsa00520:Amino sugar and nucleotide sugar metabolism,hsa01130:Biosynthesis of antibiotics,
PLA2G16	phospholipase A2 group XVI(PLA2G16)	Homo sapiens	hsa00564:Glycerophospholipid metabolism,hsa00565:Ether lipid metabolism,hsa00590:Arachidonic acid metabolism,hsa00591:Linoleic acid metabolism,hsa00592:alpha-Linolenic acid metabolism,hsa01100:Metabolic pathways,hsa04014:Ras signaling pathway,hsa04923:Regulation of lipolysis in adipocytes,
PRPS1	phosphoribosyl pyrophosphate synthetase 1(PRPS1)	Homo sapiens	hsa00030:Pentose phosphate pathway,hsa00230:Purine metabolism,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,hsa01200:Carbon metabolism,hsa01230:Biosynthesis of amino acids,
PRPS2	phosphoribosyl pyrophosphate synthetase 2(PRPS2)	Homo sapiens	hsa00030:Pentose phosphate pathway,hsa00230:Purine metabolism,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,hsa01200:Carbon metabolism,hsa01230:Biosynthesis of amino acids,
PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1(PAFAH1B1)	Homo sapiens	hsa00565:Ether lipid metabolism,hsa01100:Metabolic pathways,
PLK3	polo like kinase 3(PLK3)	Homo sapiens	hsa04068:FoxO signaling pathway,hsa05152:Tuberculosis,
PARP1	poly(ADP-ribose) polymerase 1(PARP1)	Homo sapiens	hsa03410:Base excision repair,
PARP2	poly(ADP-ribose) polymerase 2(PARP2)	Homo sapiens	hsa03410:Base excision repair,
PUF60	poly(U) binding splicing factor 60(PUF60)	Homo sapiens	hsa03040:Spliceosome,
